,headline,final_score,datetime
0,"Western Union Co. stock rises Thursday, outperforms market",90,2023-05-04 10:34:00
1,RBC Capital Maintains Western Union (WU) Sector Perform Recommendation,86,2023-05-04 02:29:47
2,Why Western Union Stock Jumped Today,86,2023-05-03 12:55:51
3,"Western Union Co. stock rises Wednesday, outperforms market",90,2023-05-03 10:34:00
4,Credit Suisse Maintains Western Union (WU) Underperform Recommendation,86,2023-05-03 09:01:47
5,Susquehanna Maintains Western Union (WU) Neutral Recommendation,86,2023-05-03 09:01:47
6,Q1 2023 Western Union Co Earnings Call,90,2023-05-03 06:29:18
7,JMP Securities Remains a Hold on Western Union (WU),86,2023-05-03 05:26:00
8,RBC Capital Sticks to Their Hold Rating for Western Union (WU),86,2023-05-03 04:26:00
9,"Western Union, Ashford Hospitality Trust, Assurant among financials gainers",86,2023-05-03 04:04:00
10,"Analysts Conflicted on These Financial Names: Western Union (WU), Whitestone REIT (WSR) and James River Group (JRVR)",86,2023-05-03 00:32:00
11,Western Union price target lowered to $12 from $15 at Susquehanna,86,2023-05-02 23:11:00
12,Deutsche Bank Sticks to Its Hold Rating for Western Union (WU),86,2023-05-02 21:06:00
13,Wolfe Research Remains a Hold on Western Union (WU),86,2023-05-02 21:06:00
14,Morgan Stanley Reaffirms Their Sell Rating on Western Union (WU),86,2023-05-02 21:06:00
15,The Western Union Company (WU) Q1 2023 Earnings Call Transcript,90,2023-05-02 15:58:06
16,Western Union (WU) Q1 Earnings and Revenues Top Estimates,86,2023-05-02 14:45:09
17,Western Union Reports First Quarter 2023 Results,86,2023-05-02 13:05:00
18,The Western Union Company 2023 Q1 - Results - Earnings Call Presentation,90,2023-05-02 11:57:24
19,"Western Union Co. stock falls Tuesday, underperforms market",90,2023-05-02 10:33:00
20,Western Union: Q1 Earnings Snapshot,86,2023-05-02 09:40:00
21,Citigroup Keeps Their Hold Rating on Western Union (WU),86,2023-05-02 04:26:00
23,"Western Union sees FY23 adjusted EPS $1.55-$1.65, consensus $1.58",86,2023-05-01 20:15:00
24,"Western Union reports Q1 adjusted EPS 43c, consensus 34c",86,2023-05-01 20:14:00
25,"Western Union Non-GAAP EPS of $0.43 beats by $0.09, revenue of $1.04B beats by $42.93M",86,2023-05-01 20:12:00
26,WU Breaks Above 9% Yield Territory,60,2023-05-01 19:25:00
27,"Western Union Co. stock falls Monday, underperforms market",90,2023-05-01 10:32:00
29,Western Union Q1 2023 Earnings Preview,86,2023-04-30 21:37:00
30,"Western Union Co. stock rises Friday, outperforms market",90,2023-04-28 10:32:00
31,"Western Union Co. stock rises Thursday, still underperforms market",90,2023-04-27 10:34:00
33,"Western Union Co. stock falls Wednesday, underperforms market",90,2023-04-26 10:32:00
34,Western Union Co. stock outperforms market despite losses on the day,90,2023-04-25 10:32:00
35,Analysts Estimate Western Union (WU) to Report a Decline in Earnings: What to Look Out for,86,2023-04-25 07:01:02
36,"Western Union Co. stock rises Monday, outperforms market",90,2023-04-24 10:33:00
37,"Western Union Co. stock falls Friday, underperforms market",90,2023-04-21 10:32:00
38,First Week of WU June 16th Options Trading,60,2023-04-21 02:35:00
39,Wolfe Research Upgrades Western Union (WU),86,2023-04-20 15:24:27
40,Western Union And 3M: When Buybacks Make No Sense,86,2023-04-20 08:35:47
42,Western Union upgraded to Peer Perform after selloff at Wolfe Research,86,2023-04-19 22:14:00
43,Western Union upgraded to Peer Perform from Underperform at Wolfe Research,86,2023-04-19 22:06:00
44,"Western Union to Release First Quarter 2023 Results on May 2, 2023",86,2023-04-18 13:05:00
47,Goldman Sachs Maintains Western Union (WU) Sell Recommendation,86,2023-04-13 17:25:24
48,Western Union (WU) Gets a Sell from Goldman Sachs,86,2023-04-13 04:26:00
49,"Keefe, Bruyette & Woods Maintains Western Union (WU) Market Perform Recommendation",86,2023-04-11 14:21:53
51,KBW Reaffirms Their Hold Rating on Western Union (WU),86,2023-04-11 04:26:00
54,"Visa partners with PayPal, Western Union to introduce Visa+",86,2023-04-10 23:17:00
55,UBS Upgrades Western Union (WU),86,2023-04-10 22:00:24
56,"Western Union Co. stock rises Tuesday, outperforms market",90,2023-04-10 21:33:00
57,Western Union raised to Neutral at UBS as downside risk is limited,86,2023-04-10 02:37:00
58,Western Union upgraded to Neutral from Sell at UBS,86,2023-04-10 00:12:00
59,Investors in Western Union (NYSE:WU) have unfortunately lost 36% over the last three years,86,2023-04-07 08:04:57
60,BlackRock Now Owns 11.10% of Western Union (WU),86,2023-04-06 14:33:03
61,"Western Union Co. stock remains steady Wednesday, still outperforms market",90,2023-04-05 10:32:00
63,Western Union Becomes Oversold,86,2023-04-04 04:02:00
64,"Western Union Co. stock rises Friday, still underperforms market",90,2023-03-31 10:38:00
65,Western Union Larger Than S&P 500 Component Lincoln National,86,2023-03-30 20:36:00
66,"Western Union Co. stock falls Thursday, underperforms market",90,2023-03-30 10:32:00
67,"Western Union Co. stock rises Wednesday, still underperforms market",90,2023-03-29 10:32:00
68,Western Union Appoints Priscila Nogueira to Lead its Colombia Business Operations,86,2023-03-29 05:00:00
69,"Western Union (WU) Expands Services in Peru, Boosts Footprint",86,2023-03-28 08:16:03
70,Western Union Appoints Claudia Reyes Armebianchi as General Manager for Mexico and Central America,86,2023-03-28 05:00:00
71,"Western Union Co. stock remains steady Monday, underperforms market",90,2023-03-27 10:32:00
72,Western Union Expands its Service Offering Across Peru,86,2023-03-27 05:00:00
78,Western Union (WU) & MoMo to Support Remittances in Vietnam,86,2023-03-20 07:55:02
79,Western Union Money Transfers Now Available on MoMo App,86,2023-03-20 01:18:00
80,Western Union announces availability of money transfers on the MoMo app,86,2023-03-19 21:07:00
82,Why Hold Strategy is Apt for Western Union (WU) Stock Now,86,2023-03-17 09:22:04
83,Interesting WU Put And Call Options For November 17th,60,2023-03-17 02:51:00
85,Western Union: Materially Undervalued With A Dividend Yield Near 9%,86,2023-03-16 03:27:48
86,Western Union goes ex-dividend tomorrow,86,2023-03-14 19:58:00
87,Western Union Earns Three Recognitions for ESG Efforts,86,2023-03-14 05:00:00
88,WU December 15th Options Begin Trading,60,2023-03-14 03:23:00
89,Western Union price target lowered to $10 from $13 at Barclays,86,2023-03-12 21:37:00
91,Is It Worth Considering The Western Union Company (NYSE:WU) For Its Upcoming Dividend?,90,2023-03-11 04:43:01
93,First Week of WU April 21st Options Trading,60,2023-03-10 01:39:00
95,Western Union (WU) Down 15.5% Since Last Earnings Report: Can It Rebound?,86,2023-03-09 08:30:04
97,Western Union (WU) Expands Service Availability to Cuba,86,2023-03-06 09:53:05
