,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),DLTR,642.8,984.9,1416.7,539.2
Total cash(figures in $M),DLTR,642.8,984.9,1416.7,539.2
Net receivables(figures in $M),DLTR,0.0,0.0,0.0,113.3
Inventory(figures in $M),DLTR,5449.3,4367.3,3427.0,3522.0
Other current assets(figures in $M),DLTR,275.0,257.0,207.1,208.2
Total current assets(figures in $M),DLTR,6367.1,5609.2,5050.8,4269.4
"Gross property, plant and equipment(figures in $M)",DLTR,11430.2,10902.6,10440.4,10106.8
Accumulated depreciation(figures in $M),DLTR,-6025.4,-5363.8,-4765.0,-4194.1
"Net property, plant and equipment(figures in $M)",DLTR,11430.2,10902.6,10440.4,10106.8
Goodwill(figures in $M),DLTR,1983.1,1984.4,1984.4,1983.3
Intangible assets(figures in $M),DLTR,3100.0,3100.0,3100.0,3100.0
Other long-term assets(figures in $M),DLTR,126.7,105.3,97.2,90.7
Total non-current assets(figures in $M),DLTR,16655.0,16112.6,15645.2,15305.2
Total assets(figures in $M),DLTR,23022.1,21721.8,20696.0,19574.6
Current debt(figures in $M),DLTR,0.0,0.0,0.0,250.0
Accounts payable(figures in $M),DLTR,1899.8,1884.2,1480.5,1336.5
Taxes payable(figures in $M),DLTR,58.1,82.6,86.3,62.7
Accrued liabilities(figures in $M),DLTR,0.0,95.7,72.7,51.1
Other current liabilities(figures in $M),DLTR,817.7,802.0,815.3,618.0
Total current liabilities(figures in $M),DLTR,4225.2,4176.6,3730.3,3546.5
Long-term debt(figures in $M),DLTR,3421.6,3417.0,3226.2,3522.2
Deferred tax liabilities(figures in $M),DLTR,1105.7,987.2,1013.5,984.7
Other long-term liabilities(figures in $M),DLTR,245.4,256.1,352.6,258.0
Total non-current liabilities(figures in $M),DLTR,10045.4,9826.7,9680.4,9773.3
Total liabilities(figures in $M),DLTR,14270.6,14003.3,13410.7,13319.8
Common stock(figures in $M),DLTR,2.2,2.2,2.3,2.4
Retained earnings(figures in $M),DLTR,8123.0,6507.6,5179.7,3837.8
Accumulated other comprehensive income(figures in $M),DLTR,-41.2,-35.2,-35.2,-39.8
Total stockholders' equity(figures in $M),DLTR,8751.5,7718.5,7285.3,6254.8
Total liabilities and stockholders' equity(figures in $M),DLTR,23022.1,21721.8,20696.0,19574.6
