,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PCAR,6158.9,3428.3,3539.6,4175.1
Other short-term investments(figures in $M),PCAR,1614.2,1559.4,1429.0,1162.1
Total cash(figures in $M),PCAR,6158.9,4813.0,4834.0,5169.4
Net receivables(figures in $M),PCAR,1919.8,1575.1,1197.5,1306.1
Inventory(figures in $M),PCAR,2198.8,1768.3,1221.9,1153.2
Other current assets(figures in $M),PCAR,682.0,732.9,515.6,388.0
Total current assets(figures in $M),PCAR,10277.5,8156.4,7253.4,7628.7
"Gross property, plant and equipment(figures in $M)",PCAR,3468.4,5726.4,5231.9,4661.0
Accumulated depreciation(figures in $M),PCAR,-5344.0,-5363.8,-5292.9,-4918.3
"Net property, plant and equipment(figures in $M)",PCAR,3468.4,5726.4,5231.9,4661.0
Equity and other investments(figures in $M),PCAR,17179.6,0.0,0.0,0.0
Other long-term assets(figures in $M),PCAR,2350.0,15418.9,15799.8,16071.4
Total non-current assets(figures in $M),PCAR,22998.0,21145.3,21031.7,20732.4
Total assets(figures in $M),PCAR,33275.5,29301.7,28285.1,28361.1
Current debt(figures in $M),PCAR,3265.5,3025.1,3113.5,3797.2
Accounts payable(figures in $M),PCAR,7185.6,6217.6,5601.1,6013.1
Accrued liabilities(figures in $M),PCAR,1381.4,1164.1,996.1,1235.5
Other current liabilities(figures in $M),PCAR,1465.2,1373.3,1241.6,843.0
Total current liabilities(figures in $M),PCAR,7185.6,6217.6,5601.1,6013.1
Long-term debt(figures in $M),PCAR,8206.1,7406.7,7739.8,7425.5
Deferred tax liabilities(figures in $M),PCAR,624.4,590.4,854.6,790.2
Deferred revenues(figures in $M),PCAR,0.0,329.1,457.4,587.3
Other long-term liabilities(figures in $M),PCAR,12922.8,11646.7,12268.9,12641.9
Total non-current liabilities(figures in $M),PCAR,12922.8,11646.7,12268.9,12641.9
Total liabilities(figures in $M),PCAR,20108.4,17864.3,17870.0,18655.0
Common stock(figures in $M),PCAR,522.0,347.3,346.6,346.3
Retained earnings(figures in $M),PCAR,13402.4,11869.2,11005.2,10398.5
Accumulated other comprehensive income(figures in $M),PCAR,-953.4,-921.1,-1050.3,-1100.1
Total stockholders' equity(figures in $M),PCAR,13167.1,11437.4,10415.1,9706.1
Total liabilities and stockholders' equity(figures in $M),PCAR,33275.5,29301.7,28285.1,28361.1
