,ticker,sentiment
2023-04-04 22:09:00,CMS,0.2732
2023-04-04 23:10:00,CMS,0.4404
2023-04-05 03:00:00,CMS,0.6124
2023-04-05 09:45:00,CMS,0.2732
2023-04-06 13:30:00,CMS,0.2732
2023-04-11 05:00:00,CMS,0.2732
2023-04-11 09:45:00,CMS,0.2732
2023-04-12 09:45:00,CMS,0.2732
2023-04-13 09:45:00,CMS,0.2732
2023-04-14 00:06:00,CMS,0.2732
2023-04-14 09:45:00,CMS,0.2732
2023-04-17 05:44:35,CMS,0.4939
2023-04-18 06:13:04,CMS,-0.3818
2023-04-18 09:45:00,CMS,0.2732
2023-04-18 22:37:00,CMS,0.1531
2023-04-19 09:45:00,CMS,0.6597
2023-04-19 10:39:50,CMS,0.2732
2023-04-20 03:04:00,CMS,0.4019
2023-04-20 07:02:02,CMS,0.2732
2023-04-20 09:45:00,CMS,0.2732
2023-04-20 15:05:17,CMS,0.2732
2023-04-20 20:46:00,CMS,0.6597
2023-04-20 21:22:00,CMS,0.2732
2023-04-21 08:08:03,CMS,0.2732
2023-04-23 20:47:00,CMS,0.2732
2023-04-24 01:45:00,CMS,0.1531
2023-04-24 10:17:05,CMS,0.2732
2023-04-24 18:07:37,CMS,0.2732
2023-04-25 09:45:00,CMS,0.0165
2023-04-25 10:27:32,CMS,0.4404
2023-04-25 18:13:00,CMS,0.2732
2023-04-26 09:45:00,CMS,0.2732
2023-04-26 22:36:00,CMS,0.0516
2023-04-26 23:42:00,CMS,0.2732
2023-04-27 03:09:08,CMS,0.2732
2023-04-27 03:30:00,CMS,0.2732
2023-04-27 06:28:01,CMS,0.2732
2023-04-27 07:00:00,CMS,0.3818
2023-04-27 09:13:12,CMS,0.2732
2023-04-28 09:45:00,CMS,0.52
2023-04-29 05:06:30,CMS,-0.0772
2023-04-29 23:08:02,CMS,0.7096
2023-05-01 00:00:00,CMS,-0.1027
2023-05-01 03:55:00,CMS,0.2732
2023-05-01 09:45:00,CMS,0.2732
2023-05-01 23:51:00,CMS,0.2732
2023-05-02 01:10:00,CMS,0.2732
2023-05-02 03:55:00,CMS,0.2732
2023-05-02 09:45:00,CMS,0.52
2023-05-03 01:45:00,CMS,0.2732
2023-05-03 09:46:00,CMS,0.2732
2023-05-03 14:20:00,CMS,0.8402
2023-05-04 09:45:00,CMS,0.2732
