,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),KEY,189813.0,186346.0,170336.0,144988.0
Total liabilities(figures in $M),KEY,176359.0,168923.0,152355.0,127950.0
Common stock(figures in $M),KEY,3757.0,3157.0,3157.0,3157.0
Retained earnings(figures in $M),KEY,15616.0,14553.0,12751.0,12469.0
Accumulated other comprehensive income(figures in $M),KEY,-6295.0,-586.0,738.0,26.0
Total stockholders' equity(figures in $M),KEY,13454.0,17423.0,17981.0,17038.0
Total liabilities and stockholders' equity(figures in $M),KEY,189813.0,186346.0,170336.0,144988.0
