,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MCD,2583.8,4709.2,3449.1,898.5
Total cash(figures in $M),MCD,2583.8,4709.2,3449.1,898.5
Net receivables(figures in $M),MCD,2115.0,1872.4,2110.3,2224.2
Inventory(figures in $M),MCD,52.0,55.6,51.1,50.2
Other current assets(figures in $M),MCD,725.4,566.9,683.8,435.2
Total current assets(figures in $M),MCD,5424.2,7148.5,6243.2,3557.9
"Gross property, plant and equipment(figures in $M)",MCD,36339.3,38272.6,38785.9,37421.2
Accumulated depreciation(figures in $M),MCD,-17264.0,-17196.0,-16518.3,-14890.9
"Net property, plant and equipment(figures in $M)",MCD,36339.3,38272.6,38785.9,37421.2
Equity and other investments(figures in $M),MCD,1064.5,1201.2,1297.2,1270.3
Goodwill(figures in $M),MCD,2900.4,2782.5,2773.1,2677.4
Other long-term assets(figures in $M),MCD,8672.1,8185.3,7597.7,6531.7
Total non-current assets(figures in $M),MCD,45011.4,46457.9,46383.6,43952.9
Total assets(figures in $M),MCD,50435.6,53606.4,52626.8,47510.8
Current debt(figures in $M),MCD,0.0,0.0,2243.6,59.1
Accounts payable(figures in $M),MCD,980.2,1006.8,741.3,988.2
Taxes payable(figures in $M),MCD,274.9,360.7,741.1,331.7
Accrued liabilities(figures in $M),MCD,1630.8,1710.3,1526.7,1373.5
Total current liabilities(figures in $M),MCD,3802.1,4020.0,6181.2,3621.0
Long-term debt(figures in $M),MCD,35903.5,35622.7,35196.8,34118.1
Deferred tax liabilities(figures in $M),MCD,1997.5,1827.7,2025.6,1318.1
Deferred revenues(figures in $M),MCD,757.8,738.3,702.0,660.6
Other long-term liabilities(figures in $M),MCD,2601.5,3716.1,3726.8,3906.1
Total non-current liabilities(figures in $M),MCD,52636.9,54187.4,54270.5,52100.1
Total liabilities(figures in $M),MCD,56439.0,58207.4,60451.7,55721.1
Common stock(figures in $M),MCD,16.6,16.6,16.6,16.6
Retained earnings(figures in $M),MCD,59543.9,57534.7,53908.1,52930.5
Accumulated other comprehensive income(figures in $M),MCD,-2486.6,-2573.7,-2586.8,-2482.7
Total stockholders' equity(figures in $M),MCD,-6003.4,-4601.0,-7824.9,-8210.3
Total liabilities and stockholders' equity(figures in $M),MCD,50435.6,53606.4,52626.8,47510.8
