,ticker,2022-11-30,2021-11-30,2020-11-30,2019-11-30
Cash and cash equivalents(figures in $M),CCL,4029.0,8939.0,9513.0,518.0
Other short-term investments(figures in $M),CCL,0.0,200.0,0.0,0.0
Total cash(figures in $M),CCL,4029.0,9139.0,9513.0,518.0
Net receivables(figures in $M),CCL,395.0,246.0,273.0,444.0
Inventory(figures in $M),CCL,428.0,356.0,335.0,427.0
Other current assets(figures in $M),CCL,652.0,392.0,442.0,670.0
Total current assets(figures in $M),CCL,7492.0,10133.0,10563.0,2059.0
"Gross property, plant and equipment(figures in $M)",CCL,39961.0,57298.0,56519.0,56781.0
Accumulated depreciation(figures in $M),CCL,-18976.0,-17858.0,-17075.0,-18650.0
"Net property, plant and equipment(figures in $M)",CCL,39961.0,39440.0,39444.0,38131.0
Goodwill(figures in $M),CCL,579.0,579.0,807.0,2912.0
Intangible assets(figures in $M),CCL,1156.0,1181.0,1186.0,1174.0
Other long-term assets(figures in $M),CCL,2515.0,2011.0,1594.0,783.0
Total non-current assets(figures in $M),CCL,44211.0,43211.0,43031.0,43000.0
Total assets(figures in $M),CCL,51703.0,53344.0,53593.0,45058.0
Current debt(figures in $M),CCL,2593.0,4717.0,4826.0,1827.0
Accounts payable(figures in $M),CCL,1050.0,797.0,624.0,756.0
Accrued liabilities(figures in $M),CCL,1942.0,1641.0,1144.0,1809.0
Deferred revenues(figures in $M),CCL,4874.0,3112.0,1940.0,4735.0
Other current liabilities(figures in $M),CCL,0.0,-1.0,1.0,0.0
Total current liabilities(figures in $M),CCL,10605.0,10408.0,8686.0,9127.0
Long-term debt(figures in $M),CCL,31953.0,28509.0,22130.0,9675.0
Other long-term liabilities(figures in $M),CCL,892.0,1043.0,949.0,891.0
Total non-current liabilities(figures in $M),CCL,34034.0,30791.0,24352.0,10566.0
Total liabilities(figures in $M),CCL,44639.0,41199.0,33038.0,19693.0
Common stock(figures in $M),CCL,373.0,372.0,372.0,365.0
Retained earnings(figures in $M),CCL,269.0,6448.0,16075.0,26653.0
Accumulated other comprehensive income(figures in $M),CCL,-1982.0,-1501.0,-1436.0,-2066.0
Total stockholders' equity(figures in $M),CCL,7064.0,12145.0,20555.0,25365.0
Total liabilities and stockholders' equity(figures in $M),CCL,51703.0,53344.0,53593.0,45058.0
