,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),ICE,1799.0,607.0,583.0,841.0
Total cash(figures in $M),ICE,1799.0,607.0,583.0,841.0
Net receivables(figures in $M),ICE,1169.0,1208.0,1230.0,988.0
Other current assets(figures in $M),ICE,458.0,1021.0,323.0,220.0
Total current assets(figures in $M),ICE,156947.0,154300.0,87219.0,67979.0
"Gross property, plant and equipment(figures in $M)",ICE,3865.0,3632.0,3464.0,3042.0
Accumulated depreciation(figures in $M),ICE,-2098.0,-1933.0,-1751.0,-1506.0
"Net property, plant and equipment(figures in $M)",ICE,1767.0,1699.0,1713.0,1536.0
Goodwill(figures in $M),ICE,21111.0,21123.0,21291.0,13342.0
Intangible assets(figures in $M),ICE,13090.0,13736.0,14408.0,10258.0
Other long-term assets(figures in $M),ICE,1423.0,2644.0,1569.0,1378.0
Total non-current assets(figures in $M),ICE,37391.0,39202.0,38981.0,26514.0
Total assets(figures in $M),ICE,194338.0,193502.0,126200.0,94493.0
Current debt(figures in $M),ICE,4.0,1521.0,2411.0,2569.0
Accounts payable(figures in $M),ICE,866.0,703.0,639.0,505.0
Accrued liabilities(figures in $M),ICE,352.0,354.0,346.0,291.0
Deferred revenues(figures in $M),ICE,170.0,194.0,158.0,129.0
Other current liabilities(figures in $M),ICE,147556.0,150582.0,84238.0,65184.0
Total current liabilities(figures in $M),ICE,149171.0,153411.0,87999.0,68816.0
Long-term debt(figures in $M),ICE,18118.0,12397.0,14126.0,5250.0
Deferred tax liabilities(figures in $M),ICE,3493.0,4100.0,3563.0,2314.0
Other long-term liabilities(figures in $M),ICE,381.0,394.0,359.0,270.0
Total non-current liabilities(figures in $M),ICE,22406.0,17343.0,18574.0,8313.0
Total liabilities(figures in $M),ICE,171577.0,170754.0,106573.0,77129.0
Common stock(figures in $M),ICE,6.0,6.0,6.0,6.0
Retained earnings(figures in $M),ICE,14943.0,14350.0,11039.0,9629.0
Accumulated other comprehensive income(figures in $M),ICE,-331.0,-196.0,-192.0,-243.0
Total stockholders' equity(figures in $M),ICE,22706.0,22709.0,19498.0,17255.0
Total liabilities and stockholders' equity(figures in $M),ICE,194338.0,193502.0,126200.0,94493.0
