,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),AMP,158468.0,175979.0,165883.0,151828.0
Total liabilities(figures in $M),AMP,154855.0,170294.0,160016.0,146099.0
Common stock(figures in $M),AMP,3.0,3.0,3.0,3.0
Retained earnings(figures in $M),AMP,19531.0,17525.0,15292.0,14279.0
Accumulated other comprehensive income(figures in $M),AMP,-2349.0,3.0,629.0,262.0
Total stockholders' equity(figures in $M),AMP,3613.0,5685.0,5867.0,5729.0
Total liabilities and stockholders' equity(figures in $M),AMP,158468.0,175979.0,165883.0,151828.0
