,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),BDX,1006.0,2283.0,2825.0,536.0
Other short-term investments(figures in $M),BDX,8.0,12.0,20.0,30.0
Total cash(figures in $M),BDX,1014.0,2295.0,2845.0,566.0
Net receivables(figures in $M),BDX,2191.0,2497.0,2398.0,2335.0
Inventory(figures in $M),BDX,3224.0,2866.0,2743.0,2579.0
Other current assets(figures in $M),BDX,0.0,-1.0,0.0,1.0
Total current assets(figures in $M),BDX,8141.0,8838.0,8969.0,6644.0
"Gross property, plant and equipment(figures in $M)",BDX,12414.0,12942.0,11919.0,11128.0
Accumulated depreciation(figures in $M),BDX,-6402.0,-6549.0,-5996.0,-5469.0
"Net property, plant and equipment(figures in $M)",BDX,6012.0,6393.0,5923.0,5659.0
Goodwill(figures in $M),BDX,24621.0,23901.0,23620.0,23376.0
Intangible assets(figures in $M),BDX,12311.0,12784.0,13813.0,14977.0
Other long-term assets(figures in $M),BDX,1848.0,1952.0,1687.0,1075.0
Total non-current assets(figures in $M),BDX,44792.0,45029.0,45043.0,45197.0
Total assets(figures in $M),BDX,52934.0,53866.0,54012.0,51842.0
Current debt(figures in $M),BDX,2179.0,500.0,707.0,1309.0
Accounts payable(figures in $M),BDX,1699.0,1793.0,1355.0,1092.0
Taxes payable(figures in $M),BDX,157.0,176.0,144.0,140.0
Accrued liabilities(figures in $M),BDX,3776.0,4157.0,3631.0,3114.0
Other current liabilities(figures in $M),BDX,5632.0,6126.0,5116.0,4289.0
Total current liabilities(figures in $M),BDX,7811.0,6626.0,5823.0,5598.0
Long-term debt(figures in $M),BDX,13886.0,17110.0,17224.0,18081.0
Deferred tax liabilities(figures in $M),BDX,5059.0,5225.0,5756.0,5714.0
Other long-term liabilities(figures in $M),BDX,1.0,0.0,-1.0,-1.0
Total non-current liabilities(figures in $M),BDX,19822.0,23563.0,24414.0,25067.0
Total liabilities(figures in $M),BDX,27633.0,30189.0,30237.0,30665.0
Common stock(figures in $M),BDX,367.0,367.0,367.0,349.0
Retained earnings(figures in $M),BDX,15157.0,13826.0,12791.0,12913.0
Accumulated other comprehensive income(figures in $M),BDX,-1488.0,-2088.0,-2548.0,-2283.0
Total stockholders' equity(figures in $M),BDX,25301.0,23677.0,23775.0,21177.0
Total liabilities and stockholders' equity(figures in $M),BDX,52934.0,53866.0,54012.0,51842.0
