,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),CHK,130.0,905.0,279.0,6.0
Total cash(figures in $M),CHK,130.0,905.0,279.0,6.0
Net receivables(figures in $M),CHK,1438.0,1115.0,589.0,737.0
Other current assets(figures in $M),CHK,215.0,69.0,64.0,121.0
Total current assets(figures in $M),CHK,2698.0,2103.0,1108.0,1251.0
"Gross property, plant and equipment(figures in $M)",CHK,13618.0,9710.0,29048.0,34758.0
Accumulated depreciation(figures in $M),CHK,-2431.0,-908.0,-23806.0,-20002.0
"Net property, plant and equipment(figures in $M)",CHK,11187.0,8802.0,5242.0,14756.0
Other long-term assets(figures in $M),CHK,185.0,104.0,234.0,186.0
Total non-current assets(figures in $M),CHK,12770.0,8906.0,5476.0,14942.0
Total assets(figures in $M),CHK,15468.0,11009.0,6584.0,16193.0
Current debt(figures in $M),CHK,0.0,0.0,1929.0,385.0
Accounts payable(figures in $M),CHK,603.0,308.0,346.0,498.0
Accrued liabilities(figures in $M),CHK,42.0,38.0,107.0,401.0
Deferred revenues(figures in $M),CHK,34.0,14.0,8.0,107.0
Other current liabilities(figures in $M),CHK,2059.0,2101.0,539.0,695.0
Total current liabilities(figures in $M),CHK,2704.0,2447.0,3094.0,2392.0
Long-term debt(figures in $M),CHK,3093.0,2278.0,0.0,9073.0
Deferred revenues(figures in $M),CHK,0.0,0.0,0.0,9.0
Other long-term liabilities(figures in $M),CHK,50.0,15.0,8648.0,116.0
Total non-current liabilities(figures in $M),CHK,3640.0,2891.0,8831.0,9400.0
Total liabilities(figures in $M),CHK,6344.0,5338.0,11925.0,11792.0
Common stock(figures in $M),CHK,1.0,1.0,1631.0,1631.0
Retained earnings(figures in $M),CHK,3399.0,825.0,-23954.0,-14220.0
Accumulated other comprehensive income(figures in $M),CHK,0.0,0.0,45.0,12.0
Total stockholders' equity(figures in $M),CHK,9124.0,5671.0,-5341.0,4364.0
Total liabilities and stockholders' equity(figures in $M),CHK,15468.0,11009.0,6584.0,16193.0
