,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MMC,1442.0,1752.0,2089.0,1155.0
Total cash(figures in $M),MMC,1442.0,1752.0,2089.0,1155.0
Net receivables(figures in $M),MMC,5852.0,5586.0,5287.0,5236.0
Other current assets(figures in $M),MMC,1005.0,926.0,740.0,677.0
Total current assets(figures in $M),MMC,8299.0,8264.0,8116.0,7068.0
"Gross property, plant and equipment(figures in $M)",MMC,2433.0,2715.0,2750.0,2779.0
Accumulated depreciation(figures in $M),MMC,-1531.0,-1589.0,-2159.0,-2001.0
"Net property, plant and equipment(figures in $M)",MMC,2433.0,2715.0,2750.0,2779.0
Goodwill(figures in $M),MMC,16251.0,16317.0,15517.0,14671.0
Intangible assets(figures in $M),MMC,2537.0,2810.0,2699.0,2774.0
Other long-term assets(figures in $M),MMC,1449.0,1461.0,1458.0,1757.0
Total non-current assets(figures in $M),MMC,25155.0,26124.0,24914.0,24249.0
Total assets(figures in $M),MMC,33454.0,34388.0,33030.0,31317.0
Current debt(figures in $M),MMC,268.0,17.0,517.0,1215.0
Accounts payable(figures in $M),MMC,3278.0,3165.0,3050.0,2746.0
Taxes payable(figures in $M),MMC,221.0,198.0,208.0,179.0
Total current liabilities(figures in $M),MMC,7172.0,6654.0,6517.0,6679.0
Long-term debt(figures in $M),MMC,11227.0,10933.0,10796.0,10741.0
Other long-term liabilities(figures in $M),MMC,1718.0,2067.0,1871.0,1692.0
Total non-current liabilities(figures in $M),MMC,15533.0,16512.0,17253.0,16695.0
Total liabilities(figures in $M),MMC,22705.0,23166.0,23770.0,23374.0
Common stock(figures in $M),MMC,561.0,561.0,561.0,561.0
Retained earnings(figures in $M),MMC,20301.0,18389.0,16272.0,15199.0
Accumulated other comprehensive income(figures in $M),MMC,-5314.0,-4575.0,-5110.0,-5055.0
Total stockholders' equity(figures in $M),MMC,10749.0,11222.0,9260.0,7943.0
Total liabilities and stockholders' equity(figures in $M),MMC,33454.0,34388.0,33030.0,31317.0
