,headline,final_score,datetime
2,"Lennar Corp. Cl A stock falls Thursday, underperforms market",86,2023-05-03 21:08:00
3,Lennar Corp. Cl A stock underperforms Wednesday when compared to competitors despite daily gains,86,2023-05-02 21:08:00
5,"Lennar Corp. Cl A stock rises Tuesday, outperforms market",86,2023-05-02 10:06:00
6,"Lennar Corp. Cl A stock falls Monday, underperforms market",86,2023-05-01 10:06:00
8,"Lennar Corp. Cl A stock rises Friday, outperforms market",86,2023-04-28 10:06:00
12,"Lennar Corp. Cl A stock falls Wednesday, underperforms market",86,2023-04-26 10:06:00
14,Lennar Corp. Cl A stock underperforms Tuesday when compared to competitors,86,2023-04-25 10:06:00
15,Homebuilder sector bucks the stock market’s selloff after new home sales data rise well above expectations,86,2023-04-25 03:17:00
16,U.S. new home sales surge 9.6% in March as home buyers turn to builders,86,2023-04-25 02:52:00
17,Homebuilder sector bucks the stock market`s selloff after new home sales data rise well above expectations,86,2023-04-25 02:19:00
20,Lennar Corp. Cl A stock outperforms competitors despite losses on the day,86,2023-04-21 10:06:00
23,"If You Invested $1000 in Lennar 10 Years Ago, This Is How Much You'd Have Now",86,2023-04-21 05:30:12
25,Lennar Corp. Cl A stock underperforms Thursday when compared to competitors despite daily gains,86,2023-04-20 10:06:00
29,"Lennar Corp. Cl A stock rises Wednesday, outperforms market",86,2023-04-19 10:06:00
30,Lennar Reaches Analyst Target Price,86,2023-04-18 23:02:00
31,Lennar Corp. Cl A stock outperforms market on strong trading day,86,2023-04-17 10:06:00
34,Lennar (NYSE:LEN) Is Paying Out A Dividend Of $0.375,86,2023-04-16 05:50:00
37,Lennar (LEN) Declares $0.38 Dividend,86,2023-04-14 14:24:59
38,Lennar Corp. Cl A stock outperforms competitors on strong trading day,86,2023-04-14 10:06:00
39,Lennar Corp. Cl A stock underperforms Thursday when compared to competitors,86,2023-04-13 10:06:00
40,Why Is Lennar (LEN) Up 5.2% Since Last Earnings Report?,86,2023-04-13 08:30:03
42,Lennar Corporation Declares Quarterly Dividends,86,2023-04-12 13:30:00
43,Lennar declares $0.375 dividend,86,2023-04-11 20:38:00
45,Lennar Corp. Cl A stock underperforms Monday when compared to competitors despite daily gains,86,2023-04-10 10:05:00
52,Lennar put volume heavy and directionally bearish,86,2023-04-04 05:55:00
53,"If You Invested $1000 in Lennar a Decade Ago, This is How Much It'd Be Worth Now",86,2023-04-04 05:30:12
