,ticker,sentiment
2023-04-08 02:30:00,LEN,0.4404
2023-04-10 10:05:00,LEN,-0.2584
2023-04-11 03:39:25,LEN,0.4404
2023-04-14 10:06:00,LEN,0.5106
2023-04-15 02:00:00,LEN,0.5267
2023-04-16 02:06:00,LEN,-0.4215
2023-04-17 02:42:00,LEN,0.3612
2023-04-17 10:06:00,LEN,0.5106
2023-04-18 23:02:00,LEN,0.0516
2023-04-20 10:06:00,LEN,-0.2584
2023-04-21 10:06:00,LEN,0.3089
2023-04-22 19:38:00,LEN,0.296
2023-04-24 04:46:00,LEN,0.3612
2023-04-25 02:19:00,LEN,0.2732
2023-04-25 03:17:00,LEN,0.2732
2023-04-26 04:44:00,LEN,0.34
2023-04-26 19:19:00,LEN,-0.2263
2023-04-26 20:13:00,LEN,0.34
2023-04-27 04:20:00,LEN,0.2732
2023-05-02 21:08:00,LEN,-0.2584
2023-05-04 12:54:07,LEN,-0.6249
