,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PPG,1099.0,1005.0,1826.0,1216.0
Other short-term investments(figures in $M),PPG,55.0,67.0,96.0,57.0
Total cash(figures in $M),PPG,1154.0,1072.0,1922.0,1273.0
Net receivables(figures in $M),PPG,3303.0,3118.0,2726.0,2756.0
Inventory(figures in $M),PPG,2272.0,2171.0,1735.0,1710.0
Other current assets(figures in $M),PPG,4901.0,4569.0,5063.0,431.0
Total current assets(figures in $M),PPG,7173.0,6740.0,6798.0,6170.0
"Gross property, plant and equipment(figures in $M)",PPG,8806.0,8865.0,8323.0,7847.0
Accumulated depreciation(figures in $M),PPG,-4649.0,-4532.0,-4349.0,-4082.0
"Net property, plant and equipment(figures in $M)",PPG,4157.0,4333.0,3974.0,3765.0
Equity and other investments(figures in $M),PPG,244.0,274.0,267.0,258.0
Goodwill(figures in $M),PPG,6078.0,6248.0,5102.0,4470.0
Intangible assets(figures in $M),PPG,2414.0,2783.0,2351.0,2131.0
Other long-term assets(figures in $M),PPG,583.0,742.0,685.0,694.0
Total non-current assets(figures in $M),PPG,13571.0,14577.0,12758.0,0.0
Total assets(figures in $M),PPG,20744.0,21351.0,19556.0,6170.0
Current debt(figures in $M),PPG,313.0,9.0,578.0,513.0
Accounts payable(figures in $M),PPG,2915.0,3102.0,2579.0,2378.0
Taxes payable(figures in $M),PPG,37.0,36.0,46.0,46.0
Accrued liabilities(figures in $M),PPG,1058.0,1167.0,1082.0,987.0
Other current liabilities(figures in $M),PPG,634.0,374.0,1039.0,196.0
Total current liabilities(figures in $M),PPG,4721.0,4745.0,4816.0,4375.0
Long-term debt(figures in $M),PPG,6503.0,6572.0,5171.0,4539.0
Deferred tax liabilities(figures in $M),PPG,501.0,646.0,435.0,452.0
Other long-term liabilities(figures in $M),PPG,632.0,757.0,949.0,911.0
Total non-current liabilities(figures in $M),PPG,9314.0,10174.0,8910.0,4539.0
Total liabilities(figures in $M),PPG,14035.0,14940.0,13741.0,8914.0
Common stock(figures in $M),PPG,969.0,969.0,969.0,969.0
Retained earnings(figures in $M),PPG,20828.0,20372.0,19469.0,18906.0
Accumulated other comprehensive income(figures in $M),PPG,-2810.0,-2750.0,-2599.0,-2350.0
Total stockholders' equity(figures in $M),PPG,6592.0,6286.0,5689.0,5284.0
Total liabilities and stockholders' equity(figures in $M),PPG,20744.0,21351.0,19556.0,6170.0
