,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),WYNN,3650.44,2522.53,3482.032,2351.904
Total cash(figures in $M),WYNN,3650.44,2522.53,3482.032,2351.904
Net receivables(figures in $M),WYNN,216.033,199.463,200.158,346.429
Inventory(figures in $M),WYNN,70.094,69.967,66.285,88.519
Total current assets(figures in $M),WYNN,4029.587,2875.917,3813.147,2856.337
"Gross property, plant and equipment(figures in $M)",WYNN,14800.624,14863.683,14763.444,14587.278
Accumulated depreciation(figures in $M),WYNN,-6051.4,-5727.01,-5168.206,-4510.527
"Net property, plant and equipment(figures in $M)",WYNN,8749.224,9136.673,9595.238,10076.751
Goodwill(figures in $M),WYNN,90.52,129.738,144.095,0.0
Intangible assets(figures in $M),WYNN,154.733,177.84,134.1,146.414
Other long-term assets(figures in $M),WYNN,391.036,210.658,182.967,229.517
Total non-current assets(figures in $M),WYNN,9385.513,9654.909,10056.4,11014.944
Total assets(figures in $M),WYNN,13415.1,12530.826,13869.547,13871.281
Current debt(figures in $M),WYNN,547.543,50.0,596.408,323.876
Accounts payable(figures in $M),WYNN,197.474,170.542,148.478,262.437
Accrued liabilities(figures in $M),WYNN,328.131,351.552,295.954,224.119
Deferred revenues(figures in $M),WYNN,506.148,436.388,646.856,824.269
Total current liabilities(figures in $M),WYNN,1811.423,1287.88,1880.888,1982.884
Long-term debt(figures in $M),WYNN,11569.316,11884.546,12469.362,10079.983
Other long-term liabilities(figures in $M),WYNN,59.569,79.428,133.49,107.76
Total non-current liabilities(figures in $M),WYNN,13244.042,12079.161,12725.976,10346.925
Total liabilities(figures in $M),WYNN,15055.465,13367.041,14606.864,12329.809
Common stock(figures in $M),WYNN,1.323,1.314,1.235,1.228
Retained earnings(figures in $M),WYNN,-2711.808,-2288.078,-1532.42,641.818
Accumulated other comprehensive income(figures in $M),WYNN,-0.404,6.004,3.604,-1.679
Total stockholders' equity(figures in $M),WYNN,-750.838,-214.418,-351.997,1743.045
Total liabilities and stockholders' equity(figures in $M),WYNN,13415.1,12530.826,13869.547,13871.281
