,ticker,sentiment
2023-04-05 04:02:00,MCHP,0.4019
2023-04-06 04:32:00,MCHP,0.3182
2023-04-06 06:40:01,MCHP,0.6908
2023-04-06 22:00:00,MCHP,0.1779
2023-04-17 00:00:01,MCHP,-0.25
2023-04-17 23:50:00,MCHP,0.3818
2023-04-18 08:40:03,MCHP,0.6486
2023-04-20 14:10:00,MCHP,0.5574
2023-04-21 09:11:22,MCHP,0.6369
2023-04-23 04:30:00,MCHP,0.2023
2023-04-24 01:00:00,MCHP,-0.4215
2023-04-25 06:09:33,MCHP,0.2382
2023-04-25 11:10:12,MCHP,0.5574
2023-04-26 10:08:00,MCHP,0.3089
2023-04-26 19:28:00,MCHP,0.296
2023-04-27 03:32:00,MCHP,0.6597
2023-04-27 04:37:00,MCHP,-0.2263
2023-04-28 02:56:00,MCHP,0.2023
2023-04-28 14:45:09,MCHP,0.34
2023-05-01 10:30:00,MCHP,0.296
2023-05-02 03:14:00,MCHP,0.2732
2023-05-02 03:22:36,MCHP,0.7096
2023-05-03 11:00:00,MCHP,0.296
2023-05-03 21:29:00,MCHP,0.296
2023-05-04 13:15:00,MCHP,0.296
