,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),AXP,228000.0,189000.0,191000.0,198000.0
Total liabilities(figures in $M),AXP,203000.0,167000.0,168000.0,175000.0
Common stock(figures in $M),AXP,149.0,153.0,161.0,163.0
Retained earnings(figures in $M),AXP,16279.0,13474.0,13837.0,13871.0
Accumulated other comprehensive income(figures in $M),AXP,-3210.0,-2945.0,-2895.0,-2737.0
Total stockholders' equity(figures in $M),AXP,25000.0,22000.0,23000.0,23000.0
Total liabilities and stockholders' equity(figures in $M),AXP,228000.0,189000.0,191000.0,198000.0
