,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),NDAQ,502.0,393.0,2745.0,332.0
Other short-term investments(figures in $M),NDAQ,181.0,208.0,195.0,291.0
Total cash(figures in $M),NDAQ,683.0,601.0,2940.0,623.0
Net receivables(figures in $M),NDAQ,677.0,588.0,566.0,422.0
Other current assets(figures in $M),NDAQ,201.0,294.0,175.0,219.0
Total current assets(figures in $M),NDAQ,8604.0,7423.0,7660.0,4290.0
"Gross property, plant and equipment(figures in $M)",NDAQ,976.0,875.0,856.0,730.0
Accumulated depreciation(figures in $M),NDAQ,-559.0,-514.0,-557.0,-486.0
"Net property, plant and equipment(figures in $M)",NDAQ,976.0,875.0,856.0,730.0
Goodwill(figures in $M),NDAQ,8099.0,8433.0,6850.0,6366.0
Intangible assets(figures in $M),NDAQ,2581.0,2813.0,2255.0,2249.0
Other long-term assets(figures in $M),NDAQ,608.0,571.0,358.0,289.0
Total non-current assets(figures in $M),NDAQ,12264.0,12692.0,10319.0,9634.0
Total assets(figures in $M),NDAQ,20868.0,20115.0,17979.0,13924.0
Current debt(figures in $M),NDAQ,664.0,1018.0,0.0,391.0
Accounts payable(figures in $M),NDAQ,185.0,185.0,175.0,148.0
Accrued liabilities(figures in $M),NDAQ,243.0,252.0,227.0,188.0
Deferred revenues(figures in $M),NDAQ,357.0,329.0,235.0,211.0
Other current liabilities(figures in $M),NDAQ,7143.0,6026.0,4063.0,3157.0
Total current liabilities(figures in $M),NDAQ,8835.0,7872.0,4924.0,4227.0
Long-term debt(figures in $M),NDAQ,4735.0,4812.0,5541.0,2996.0
Deferred tax liabilities(figures in $M),NDAQ,456.0,406.0,502.0,552.0
Other long-term liabilities(figures in $M),NDAQ,226.0,234.0,187.0,179.0
Total non-current liabilities(figures in $M),NDAQ,5869.0,5838.0,6619.0,4058.0
Total liabilities(figures in $M),NDAQ,14704.0,13710.0,11543.0,8285.0
Common stock(figures in $M),NDAQ,5.0,2.0,2.0,2.0
Retained earnings(figures in $M),NDAQ,7207.0,6465.0,5628.0,5027.0
Accumulated other comprehensive income(figures in $M),NDAQ,-1991.0,-1587.0,-1368.0,-1686.0
Total stockholders' equity(figures in $M),NDAQ,6151.0,6395.0,6433.0,5639.0
Total liabilities and stockholders' equity(figures in $M),NDAQ,20868.0,20115.0,17979.0,13924.0
