,headline,final_score,datetime
0,Pitney Bowes Inc. 2023 Q1 - Results - Earnings Call Presentation,86,2023-05-04 19:59:10
1,Pitney Bowes Inc. (PBI) Q1 2023 Earnings Call Transcript,86,2023-05-04 19:59:05
2,Q1 2023 Pitney Bowes Inc Earnings Call,86,2023-05-04 19:17:04
3,Pitney Bowes Board Commits to Key Governance Enhancements,86,2023-05-04 05:45:00
4,Pitney Bowes Declares Common Stock Dividend,86,2023-05-04 04:05:00
5,Pitney Bowes Announces First Quarter 2023 Financial Results,86,2023-05-04 04:00:00
6,Pitney Bowes declares $0.05 dividend,86,2023-05-04 01:17:00
7,Pitney Bowes: Q1 Earnings Snapshot,86,2023-05-04 00:54:00
8,Pitney Bowes reports mixed Q1 earnings; reaffirms FY23 soft outlook,86,2023-05-03 23:15:00
9,"Pitney Bowes reports Q1 EPS 1c, consensus 0c",86,2023-05-03 23:04:00
10,Hestia Capital Highlights That Egan-Jones Joins ISS and Glass Lewis in Recommending Stockholders Vote FOR Meaningful Boardroom Change at Pitney Bowes,86,2023-05-02 13:50:00
11,Egan Jones recommends Pitney Bowes shareholders to vote for all dissident nominees,86,2023-05-02 07:04:23
13,Independent Directors Steven D. Brill and J. Darrell Thomas Issue Letter to Pitney Bowes Shareholders,86,2023-05-01 04:00:00
15,independent Pitney Bowes directors Brill and Thomas issue letter to shareholders,86,2023-04-30 23:09:00
16,Pitney Bowes Comments on Proxy Advisory Firm Recommendation,86,2023-04-28 06:00:00
17,Pitney Bowes comments on Glass Lewis recommendation,86,2023-04-28 01:03:00
18,ISS Recommends Stockholders of Pitney Bowes Vote FOR Meaningful Board Changes Proposed by Hestia Capital,86,2023-04-27 06:00:00
19,Pitney Bowes gains as proxy adviser ISS backs Hestia board nominees,86,2023-04-27 05:15:00
20,Pitney Bowes `strongly disagrees with ISS` voting recommendation`,86,2023-04-27 01:26:00
21,Pitney Bowes holder Hestia says ISS recommends `meaningful boardroom change`,86,2023-04-27 01:09:00
22,UPDATE 1-ISS urges Pitney Bowes shareholders to back 4 dissident directors in proxy fight,86,2023-04-26 14:22:55
23,ISS recommends Pitney Bowes shareholders elect 4 dissident director candidates ,86,2023-04-26 13:09:01
25,Pitney Bowes PitneyShip Cube Now Available for Purchase on Amazon,86,2023-04-20 05:00:00
26,Hestia Capital Issues Statement From its Unaffiliated Director Candidates and Shares Key Facts to Reinforce the Urgent Need for Meaningful Change at Pitney Bowes,57,2023-04-19 05:30:00
27,Pitney Bowes holder Hestia Capital issues statement from unaffiliated directors,86,2023-04-19 00:37:00
28,Pitney Bowes Files Investor Presentation for 2023 Annual Meeting Regarding Hestia Capital’s Claims,86,2023-04-18 04:00:00
29,Pitney Bowes Files Investor Presentation for 2023 Annual Meeting,86,2023-04-13 13:30:00
30,Hestia Capital Releases Presentation Detailing the Urgent Need for Changes in Leadership and Strategy at Pitney Bowes,86,2023-04-12 06:00:00
32,Pitney Bowes holder Hestia releases presentation supporting its board candidates,86,2023-04-12 01:26:00
33,Investing in Pitney Bowes (NYSE:PBI) three years ago would have delivered you a 92% gain,86,2023-04-11 10:28:37
34,Hestia Capital Issues Open Letter to Pitney Bowes Employees Regarding the Path to a Brighter Future,86,2023-04-06 06:00:00
35,Pitney Bowes Board of Directors Issues Letter to Shareholders,86,2023-04-06 04:00:00
36,Pitney Bowes board issues letter to shareholders,86,2023-04-05 23:06:00
38,Hedge Fund Hestia Seeks Leadership Overhaul at Pitney Bowes,86,2023-04-04 13:58:00
39,"Hestia Capital Issues Letter to Pitney Bowes Stockholders from Lance Rosenzweig, its Proposed Interim CEO and a Proven Turnaround Expert",86,2023-04-04 06:00:00
40,"Hestia Announces Pitney Bowes Interim CEO Candidate, Targets $15+ Share Price — Letter",86,2023-04-04 05:02:29
41,Hestia issues letter to Pitney Bowes from proposed interim CEO Rosenzweig,86,2023-04-04 01:10:00
42,Hestia Capital  issues letter to Pitney Bowes from proposed interim CEO Rosenzwe,86,2023-04-04 01:09:00
43,Pitney Bowes holder Hestia Capital unveils proposed interim CEO,86,2023-04-03 18:58:00
44,UPDATE 1-Several Pitney Bowes investors to vote for Hestia slate in proxy battle,86,2023-03-31 07:04:50
45,Several Pitney Bowes investors to vote for Hestia slate in proxy battle,86,2023-03-30 14:25:10
46,Pitney Bowes Parcel Shipping Index Finds US Volumes One Year and One Billion Parcels Ahead of Pre-Pandemic Forecast,86,2023-03-28 06:00:00
47,Pitney Bowes issues letter to shareholders regarding director nominees,86,2023-03-26 23:18:00
49,Pitney Bowes to Present at the Sidoti Virtual Conference on March 22,86,2023-03-22 05:00:00
50,Pitney Bowes Releases Order Experience Index to Help Direct-to-Consumer Retailers Navigate Post-Pandemic Market,86,2023-03-21 06:52:00
51,Hestia Capital Files Definitive Proxy Statement and Sends Letter to Pitney Bowes Stockholders,86,2023-03-16 06:00:00
52,Is Pitney Bowes Inc.'s (NYSE:PBI) 61% ROE Better Than Average?,86,2023-03-16 05:08:31
53,Hestia Capital believes Pitney Bowes value can be unlocked with new leadership,86,2023-03-16 01:27:00
54,"Pitney Bowes Files Definitive Proxy Materials in Connection with May 9, 2023 Annual Meeting",86,2023-03-14 04:00:00
55,Warning: PBI is at high risk of performing badly,60,2023-03-12 19:59:00
57,Hestia Capital is Filing a Preliminary Proxy Statement in Connection with Pitney Bowes’ 2023 Annual Meeting of Stockholders,86,2023-03-06 15:10:00
58,Pitney Bowes to Participate at the J.P. Morgan Global High Yield and Leveraged Finance Conference,86,2023-03-06 04:00:00
