,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),DIS,11615.0,15959.0,17914.0,5418.0
Total cash(figures in $M),DIS,11615.0,15959.0,17914.0,5418.0
Net receivables(figures in $M),DIS,12652.0,13367.0,12708.0,15481.0
Inventory(figures in $M),DIS,1742.0,1331.0,1583.0,1649.0
Other current assets(figures in $M),DIS,1199.0,817.0,875.0,979.0
Total current assets(figures in $M),DIS,29098.0,33657.0,35251.0,28124.0
"Gross property, plant and equipment(figures in $M)",DIS,72952.0,70544.0,67595.0,64018.0
Accumulated depreciation(figures in $M),DIS,-39356.0,-37920.0,-35517.0,-32415.0
"Net property, plant and equipment(figures in $M)",DIS,33596.0,32624.0,32078.0,31603.0
Equity and other investments(figures in $M),DIS,3218.0,3935.0,3903.0,3224.0
Goodwill(figures in $M),DIS,77897.0,78071.0,77689.0,80293.0
Intangible assets(figures in $M),DIS,14837.0,17115.0,19173.0,23215.0
Other long-term assets(figures in $M),DIS,9208.0,8658.0,8433.0,4715.0
Total non-current assets(figures in $M),DIS,174533.0,169952.0,166298.0,165860.0
Total assets(figures in $M),DIS,203631.0,203609.0,201549.0,193984.0
Current debt(figures in $M),DIS,3070.0,5866.0,5711.0,8857.0
Accounts payable(figures in $M),DIS,16205.0,16357.0,12663.0,13778.0
Accrued liabilities(figures in $M),DIS,4008.0,4537.0,4138.0,3984.0
Deferred revenues(figures in $M),DIS,5790.0,4317.0,4116.0,4722.0
Total current liabilities(figures in $M),DIS,29073.0,31077.0,26628.0,31521.0
Long-term debt(figures in $M),DIS,45299.0,48540.0,52917.0,38129.0
Deferred tax liabilities(figures in $M),DIS,8363.0,7246.0,7288.0,7902.0
Other long-term liabilities(figures in $M),DIS,12518.0,14522.0,17204.0,13580.0
Total non-current liabilities(figures in $M),DIS,66180.0,70308.0,77409.0,59611.0
Total liabilities(figures in $M),DIS,95253.0,101385.0,104037.0,91132.0
Common stock(figures in $M),DIS,56398.0,55471.0,54497.0,53907.0
Retained earnings(figures in $M),DIS,43636.0,40429.0,38315.0,42494.0
Accumulated other comprehensive income(figures in $M),DIS,-4119.0,-6440.0,-8322.0,-6617.0
Total stockholders' equity(figures in $M),DIS,95008.0,88553.0,83583.0,88877.0
Total liabilities and stockholders' equity(figures in $M),DIS,203631.0,203609.0,201549.0,193984.0
