,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EQT,1458.644,113.963,18.21,4.596
Total cash(figures in $M),EQT,1458.644,113.963,18.21,4.596
Net receivables(figures in $M),EQT,1608.089,1438.031,566.552,610.088
Other current assets(figures in $M),EQT,135.337,0.0,0.0,0.0
Total current assets(figures in $M),EQT,4014.441,2286.766,1215.45,1754.855
"Gross property, plant and equipment(figures in $M)",EQT,27393.919,25927.098,21920.683,21558.005
Accumulated depreciation(figures in $M),EQT,-9226.586,-7508.178,-5866.418,-5402.515
"Net property, plant and equipment(figures in $M)",EQT,18167.333,18418.92,16054.265,16155.49
Equity and other investments(figures in $M),EQT,0.0,0.0,203.38,676.009
Intangible assets(figures in $M),EQT,0.0,0.0,0.0,26.006
Other long-term assets(figures in $M),EQT,488.152,491.702,230.374,196.867
Total non-current assets(figures in $M),EQT,18655.485,19320.622,16898.019,17054.372
Total assets(figures in $M),EQT,22669.926,21607.388,18113.469,18809.227
Current debt(figures in $M),EQT,422.632,954.9,154.161,16.204
Accounts payable(figures in $M),EQT,1574.61,1339.251,705.461,796.438
Taxes payable(figures in $M),EQT,0.0,0.0,23.909,0.0
Accrued liabilities(figures in $M),EQT,130.804,149.021,124.274,112.105
Other current liabilities(figures in $M),EQT,1433.076,2471.048,651.381,312.696
Total current liabilities(figures in $M),EQT,3732.22,5080.171,1762.41,1345.902
Long-term debt(figures in $M),EQT,5256.333,4530.102,4771.305,5276.775
Deferred tax liabilities(figures in $M),EQT,1442.406,938.612,1371.967,1485.814
Other long-term liabilities(figures in $M),EQT,1025.639,1012.74,945.057,897.148
Total non-current liabilities(figures in $M),EQT,7724.378,6481.454,7088.329,7659.737
Total liabilities(figures in $M),EQT,11456.598,11561.625,8850.739,9005.639
Common stock(figures in $M),EQT,9891.89,10167.963,8241.684,7818.205
Retained earnings(figures in $M),EQT,1283.578,-115.779,1048.259,2023.089
Accumulated other comprehensive income(figures in $M),EQT,-2.994,-4.611,-5.355,-5.199
Total stockholders' equity(figures in $M),EQT,11172.474,10029.527,9255.24,9803.588
Total liabilities and stockholders' equity(figures in $M),EQT,22669.926,21607.388,18113.469,18809.227
