,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),JCI,2031.0,1336.0,1951.0,2805.0
Total cash(figures in $M),JCI,2031.0,1336.0,1951.0,2805.0
Net receivables(figures in $M),JCI,5528.0,5613.0,5294.0,5770.0
Inventory(figures in $M),JCI,2510.0,2057.0,1773.0,1814.0
Other current assets(figures in $M),JCI,1229.0,992.0,1035.0,1906.0
Total current assets(figures in $M),JCI,11685.0,9998.0,10053.0,12393.0
"Gross property, plant and equipment(figures in $M)",JCI,6291.0,6515.0,5930.0,5844.0
Accumulated depreciation(figures in $M),JCI,-3249.0,-3287.0,-2871.0,-2496.0
"Net property, plant and equipment(figures in $M)",JCI,3042.0,3228.0,3059.0,3348.0
Equity and other investments(figures in $M),JCI,963.0,1066.0,914.0,853.0
Goodwill(figures in $M),JCI,17328.0,18335.0,17932.0,18178.0
Intangible assets(figures in $M),JCI,4641.0,5549.0,5356.0,5632.0
Other long-term assets(figures in $M),JCI,4499.0,3714.0,3501.0,1883.0
Total non-current assets(figures in $M),JCI,30473.0,31892.0,30762.0,29894.0
Total assets(figures in $M),JCI,42158.0,41890.0,40815.0,42287.0
Current debt(figures in $M),JCI,1534.0,234.0,293.0,511.0
Accounts payable(figures in $M),JCI,4241.0,3746.0,3120.0,3582.0
Deferred revenues(figures in $M),JCI,1768.0,1637.0,1435.0,1407.0
Other current liabilities(figures in $M),JCI,4486.0,4110.0,3997.0,4024.0
Total current liabilities(figures in $M),JCI,11239.0,9098.0,8248.0,9070.0
Long-term debt(figures in $M),JCI,7426.0,7506.0,7526.0,6708.0
Other long-term liabilities(figures in $M),JCI,6029.0,6533.0,6508.0,5680.0
Total non-current liabilities(figures in $M),JCI,13517.0,14039.0,14034.0,12388.0
Total liabilities(figures in $M),JCI,24756.0,23137.0,22282.0,21458.0
Common stock(figures in $M),JCI,7.0,7.0,8.0,8.0
Retained earnings(figures in $M),JCI,1151.0,2025.0,2469.0,4827.0
Accumulated other comprehensive income(figures in $M),JCI,-911.0,-434.0,-776.0,-795.0
Total stockholders' equity(figures in $M),JCI,16268.0,17562.0,17447.0,19766.0
Total liabilities and stockholders' equity(figures in $M),JCI,42158.0,41890.0,40815.0,42287.0
