,ticker,2022-05-31,2021-05-31,2020-05-31,2019-05-31
Cash and cash equivalents(figures in $M),CAG,83.3,79.2,553.3,236.6
Total cash(figures in $M),CAG,83.3,79.2,553.3,236.6
Net receivables(figures in $M),CAG,867.4,793.9,860.8,831.7
Inventory(figures in $M),CAG,1939.7,1734.0,1377.9,1571.7
Other current assets(figures in $M),CAG,116.3,95.0,93.9,93.8
Total current assets(figures in $M),CAG,3033.7,2702.1,2885.9,2733.8
"Gross property, plant and equipment(figures in $M)",CAG,5852.9,5624.7,5189.9,5010.1
Accumulated depreciation(figures in $M),CAG,-3139.0,-3016.2,-2800.3,-2614.8
"Net property, plant and equipment(figures in $M)",CAG,2713.9,2608.5,2389.6,2395.3
Goodwill(figures in $M),CAG,11329.2,11373.5,11436.3,11499.6
Intangible assets(figures in $M),CAG,3853.1,4157.6,4315.7,4661.4
Other long-term assets(figures in $M),CAG,1505.2,1353.9,1276.5,923.7
Total non-current assets(figures in $M),CAG,19401.4,19493.5,19418.1,19480.0
Total assets(figures in $M),CAG,22435.1,22195.6,22304.0,22213.8
Current debt(figures in $M),CAG,891.6,730.5,846.6,21.6
Accounts payable(figures in $M),CAG,1864.6,1655.9,1525.6,1255.3
Accrued liabilities(figures in $M),CAG,760.9,919.8,915.2,865.7
Other current liabilities(figures in $M),CAG,1.7,0.0,0.0,0.0
Total current liabilities(figures in $M),CAG,3518.8,3306.2,3287.4,2142.6
Long-term debt(figures in $M),CAG,8088.2,8275.2,8900.8,10655.7
Deferred tax liabilities(figures in $M),CAG,1344.5,1271.4,1330.1,1349.0
Other long-term liabilities(figures in $M),CAG,1963.5,1982.8,2165.1,1951.8
Total non-current liabilities(figures in $M),CAG,10054.1,10258.0,11065.9,12607.5
Total liabilities(figures in $M),CAG,13572.9,13564.2,14353.3,14750.1
Common stock(figures in $M),CAG,2921.2,2921.2,2921.2,2921.2
Retained earnings(figures in $M),CAG,6550.7,6262.6,5471.2,5047.9
Accumulated other comprehensive income(figures in $M),CAG,-11.2,5.8,-109.6,-110.3
Total stockholders' equity(figures in $M),CAG,8862.2,8631.4,7950.7,7463.7
Total liabilities and stockholders' equity(figures in $M),CAG,22435.1,22195.6,22304.0,22213.8
