,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),UNP,973.0,960.0,1799.0,831.0
Other short-term investments(figures in $M),UNP,46.0,46.0,60.0,60.0
Total cash(figures in $M),UNP,1019.0,1006.0,1859.0,891.0
Net receivables(figures in $M),UNP,1891.0,1722.0,1505.0,1595.0
Inventory(figures in $M),UNP,741.0,621.0,638.0,751.0
Other current assets(figures in $M),UNP,2933.0,2545.0,2355.0,2568.0
Total current assets(figures in $M),UNP,3952.0,3551.0,4214.0,3459.0
"Gross property, plant and equipment(figures in $M)",UNP,57710.0,56658.0,55771.0,55728.0
Accumulated depreciation(figures in $M),UNP,-22692.0,-22404.0,-21259.0,-20330.0
"Net property, plant and equipment(figures in $M)",UNP,57710.0,56658.0,55771.0,55728.0
Equity and other investments(figures in $M),UNP,2375.0,2241.0,2164.0,2050.0
Intangible assets(figures in $M),UNP,729.0,0.0,0.0,0.0
Other long-term assets(figures in $M),UNP,1412.0,1075.0,249.0,436.0
Total non-current assets(figures in $M),UNP,61497.0,59974.0,58184.0,58214.0
Total assets(figures in $M),UNP,65449.0,63525.0,62398.0,61673.0
Current debt(figures in $M),UNP,1678.0,2166.0,1069.0,1257.0
Accounts payable(figures in $M),UNP,784.0,752.0,612.0,749.0
Accrued liabilities(figures in $M),UNP,621.0,869.0,843.0,849.0
Other current liabilities(figures in $M),UNP,3842.0,3578.0,3104.0,3094.0
Total current liabilities(figures in $M),UNP,5520.0,5744.0,4173.0,4351.0
Long-term debt(figures in $M),UNP,31648.0,27563.0,25660.0,23943.0
Deferred tax liabilities(figures in $M),UNP,13033.0,12675.0,12247.0,11992.0
Other long-term liabilities(figures in $M),UNP,1785.0,1953.0,2077.0,1788.0
Total non-current liabilities(figures in $M),UNP,47766.0,43620.0,41267.0,39194.0
Total liabilities(figures in $M),UNP,53286.0,49364.0,45440.0,43545.0
Common stock(figures in $M),UNP,2782.0,2781.0,2781.0,2780.0
Retained earnings(figures in $M),UNP,58887.0,55049.0,51326.0,48605.0
Accumulated other comprehensive income(figures in $M),UNP,-582.0,-914.0,-1593.0,-1356.0
Total stockholders' equity(figures in $M),UNP,12163.0,14161.0,16958.0,18128.0
Total liabilities and stockholders' equity(figures in $M),UNP,65449.0,63525.0,62398.0,61673.0
