,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),GCI,94.255,130.756,170.725,156.042
Total cash(figures in $M),GCI,94.255,130.756,170.725,156.042
Net receivables(figures in $M),GCI,289.415,328.733,314.305,438.523
Inventory(figures in $M),GCI,45.223,37.662,35.075,55.09
Other current assets(figures in $M),GCI,78.884,0.0,0.0,0.0
Total current assets(figures in $M),GCI,507.777,577.261,636.686,779.115
"Gross property, plant and equipment(figures in $M)",GCI,539.316,687.319,879.776,1402.21
Accumulated depreciation(figures in $M),GCI,-360.522,-336.5,-362.029,-277.291
"Net property, plant and equipment(figures in $M)",GCI,539.316,687.319,879.776,1124.919
Goodwill(figures in $M),GCI,533.166,533.709,534.088,914.331
Intangible assets(figures in $M),GCI,613.358,713.153,824.65,1012.564
Other long-term assets(figures in $M),GCI,143.32,0.0,143.474,112.876
Total non-current assets(figures in $M),GCI,1885.778,2250.808,2472.228,3240.987
Total assets(figures in $M),GCI,2393.555,2828.069,3108.914,4020.102
Current debt(figures in $M),GCI,60.452,69.456,128.445,3.3
Accounts payable(figures in $M),GCI,189.094,157.257,378.246,146.995
Accrued liabilities(figures in $M),GCI,40.935,45.074,77.733,306.633
Deferred revenues(figures in $M),GCI,153.648,184.838,186.007,218.823
Other current liabilities(figures in $M),GCI,51.09,51.218,48.602,42.702
Total current liabilities(figures in $M),GCI,617.038,662.526,741.3,718.453
Long-term debt(figures in $M),GCI,1101.323,1162.8,1471.728,1639.635
Deferred tax liabilities(figures in $M),GCI,1.439,28.812,6.855,9.052
Other long-term liabilities(figures in $M),GCI,108.563,117.41,151.847,136.188
Total non-current liabilities(figures in $M),GCI,1481.144,1635.928,2003.505,2320.293
Total liabilities(figures in $M),GCI,2098.182,2298.454,2744.805,3038.746
Common stock(figures in $M),GCI,1.533,1.446,1.395,1.294
Retained earnings(figures in $M),GCI,-999.401,-921.399,-786.437,-115.958
Accumulated other comprehensive income(figures in $M),GCI,-101.231,59.998,50.173,8.202
Total stockholders' equity(figures in $M),GCI,295.742,532.1,364.109,981.356
Total liabilities and stockholders' equity(figures in $M),GCI,2393.555,2828.069,3108.914,4020.102
