,ticker,sentiment
2023-04-18 06:31:03,BAC,0.4404
2023-04-18 06:36:10,BAC,-0.128
2023-04-18 06:36:38,BAC,0.5423
2023-04-18 07:15:28,BAC,-0.5423
2023-04-18 08:21:22,BAC,-0.3612
2023-04-18 08:42:15,BAC,-0.5996
2023-04-18 09:03:00,BAC,0.5267
2023-04-18 09:07:04,BAC,-0.296
2023-04-18 09:15:29,BAC,0.4877
2023-04-18 09:21:00,BAC,-0.4019
2023-04-18 09:32:00,BAC,-0.2584
2023-04-18 09:35:00,BAC,0.0644
2023-04-18 09:35:10,BAC,0.4404
2023-04-18 09:44:55,BAC,0.2732
2023-04-18 10:35:00,BAC,0.2846
2023-04-18 10:50:15,BAC,-0.4215
2023-04-18 12:21:31,BAC,0.4404
2023-04-18 12:24:37,BAC,0.5106
2023-04-18 12:35:21,BAC,-0.128
2023-04-18 15:26:00,BAC,-0.0516
2023-04-18 18:00:00,BAC,-0.4767
2023-04-18 21:45:00,BAC,-0.128
2023-04-18 22:03:00,BAC,0.2023
2023-04-18 22:23:00,BAC,0.4019
2023-04-19 00:34:32,BAC,-0.7184
2023-04-19 00:35:41,BAC,0.5106
2023-04-19 01:24:00,BAC,-0.128
2023-04-19 02:06:00,BAC,-0.4215
2023-04-19 05:39:00,BAC,-0.3612
2023-04-19 11:09:25,BAC,0.3818
2023-04-19 13:15:38,BAC,0.5106
2023-04-19 21:00:47,BAC,-0.6908
2023-04-19 22:48:27,BAC,0.6908
2023-04-20 00:30:00,BAC,-0.3612
2023-04-20 05:15:19,BAC,-0.0516
2023-04-20 05:52:34,BAC,-0.4019
2023-04-20 12:09:57,BAC,-0.5106
2023-04-20 19:41:27,BAC,0.2023
2023-04-20 23:00:00,BAC,0.2023
2023-04-21 04:00:00,BAC,-0.0498
2023-04-21 05:38:00,BAC,-0.128
2023-04-21 09:32:00,BAC,0.3089
2023-04-21 21:45:00,BAC,0.34
2023-04-22 02:00:00,BAC,0.34
2023-04-22 04:45:26,BAC,0.3995
2023-04-22 06:08:00,BAC,0.2023
2023-04-22 17:30:00,BAC,0.5106
2023-04-22 19:14:14,BAC,0.2023
2023-04-23 03:17:23,BAC,-0.743
2023-04-23 03:22:00,BAC,0.4019
2023-04-24 00:04:15,BAC,0.6705
2023-04-24 02:10:00,BAC,0.0258
2023-04-24 09:23:20,BAC,0.1027
2023-04-24 09:41:56,BAC,0.296
2023-04-24 11:54:09,BAC,-0.2263
2023-04-24 23:31:00,BAC,0.34
2023-04-25 01:00:00,BAC,0.6369
2023-04-25 07:07:47,BAC,0.4767
2023-04-25 08:10:11,BAC,-0.6249
2023-04-25 09:14:00,BAC,-0.5106
2023-04-25 10:08:50,BAC,-0.0314
2023-04-26 04:44:00,BAC,0.34
2023-04-26 13:06:31,BAC,-0.296
2023-04-26 18:59:00,BAC,-0.6124
2023-04-26 20:13:00,BAC,0.34
2023-04-26 21:05:00,BAC,-0.6124
2023-04-26 22:15:00,BAC,-0.3182
2023-04-27 01:41:00,BAC,0.1321
2023-04-27 04:00:00,BAC,0.431
2023-04-27 05:00:00,BAC,-0.4215
2023-04-27 06:32:43,BAC,0.3182
2023-04-27 11:54:22,BAC,0.25
2023-04-27 12:00:35,BAC,-0.6705
2023-04-27 19:35:00,BAC,-0.5719
2023-04-27 20:08:00,BAC,0.4404
2023-04-27 20:30:09,BAC,-0.5719
2023-04-28 02:50:00,BAC,0.4404
2023-04-28 09:32:00,BAC,0.5106
2023-04-28 18:32:00,BAC,0.368
2023-04-29 05:10:00,BAC,-0.2732
2023-04-29 23:00:00,BAC,-0.2584
2023-04-30 02:30:00,BAC,0.2732
2023-04-30 19:00:00,BAC,-0.128
2023-04-30 20:37:00,BAC,-0.296
2023-04-30 22:03:00,BAC,-0.3612
2023-05-01 02:06:00,BAC,-0.3818
2023-05-01 02:46:04,BAC,-0.7522
2023-05-02 01:31:43,BAC,-0.128
2023-05-02 04:41:00,BAC,0.4576
2023-05-02 08:30:00,BAC,0.6705
2023-05-02 13:58:38,BAC,0.296
2023-05-02 17:23:23,BAC,0.2263
2023-05-02 19:52:00,BAC,0.4404
2023-05-03 00:00:00,BAC,0.5106
2023-05-03 02:00:00,BAC,-0.4588
2023-05-03 02:01:00,BAC,-0.6249
2023-05-03 05:20:12,BAC,-0.2732
2023-05-03 09:16:00,BAC,-0.2023
2023-05-03 11:00:59,BAC,0.4588
2023-05-03 12:48:49,BAC,0.8225
2023-05-03 19:40:00,BAC,0.4588
2023-05-04 02:27:00,BAC,0.5719
2023-05-04 03:00:00,BAC,-0.4404
2023-05-04 20:38:00,BAC,0.5106
2023-05-05 02:00:01,BAC,0.3612
