,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),LEG,316.5,361.7,348.9,247.6
Total cash(figures in $M),LEG,316.5,361.7,348.9,247.6
Net receivables(figures in $M),LEG,675.0,651.5,563.6,591.9
Inventory(figures in $M),LEG,907.5,993.2,645.5,636.7
Other current assets(figures in $M),LEG,59.0,58.9,54.1,61.9
Total current assets(figures in $M),LEG,1958.0,2065.3,1612.1,1538.1
"Gross property, plant and equipment(figures in $M)",LEG,967.4,974.1,946.4,989.6
Accumulated depreciation(figures in $M),LEG,-1496.1,-1469.7,-1395.9,-1320.5
"Net property, plant and equipment(figures in $M)",LEG,967.4,974.1,946.4,989.6
Equity and other investments(figures in $M),LEG,39.7,47.4,46.3,42.5
Goodwill(figures in $M),LEG,1474.4,1449.6,1388.8,1406.3
Intangible assets(figures in $M),LEG,786.3,818.3,806.7,764.0
Other long-term assets(figures in $M),LEG,54.8,40.3,38.4,118.4
Total non-current assets(figures in $M),LEG,3228.1,3242.0,3141.9,3278.3
Total assets(figures in $M),LEG,5186.1,5307.3,4754.0,4816.4
Current debt(figures in $M),LEG,9.4,300.6,50.9,51.1
Accounts payable(figures in $M),LEG,518.4,613.8,552.2,463.4
Accrued liabilities(figures in $M),LEG,106.0,122.6,114.1,124.6
Deferred revenues(figures in $M),LEG,18.1,19.5,19.4,11.9
Other current liabilities(figures in $M),LEG,390.8,376.8,360.5,374.3
Total current liabilities(figures in $M),LEG,968.1,1335.7,1006.0,928.1
Long-term debt(figures in $M),LEG,2074.2,1789.7,1849.3,2066.5
Deferred tax liabilities(figures in $M),LEG,348.8,380.3,386.3,387.7
Other long-term liabilities(figures in $M),LEG,27.2,19.5,22.1,12.9
Total non-current liabilities(figures in $M),LEG,2576.6,2323.0,2357.7,2575.8
Total liabilities(figures in $M),LEG,3544.7,3658.7,3363.7,3503.9
Common stock(figures in $M),LEG,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),LEG,3046.0,2973.0,2762.4,2734.5
Accumulated other comprehensive income(figures in $M),LEG,-93.5,-38.3,-52.4,-76.8
Total stockholders' equity(figures in $M),LEG,1641.4,1648.6,1390.3,1312.5
Total liabilities and stockholders' equity(figures in $M),LEG,5186.1,5307.3,4754.0,4816.4
