,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),TDC,569.0,592.0,529.0,494.0
Total cash(figures in $M),TDC,569.0,592.0,529.0,494.0
Net receivables(figures in $M),TDC,364.0,336.0,331.0,398.0
Inventory(figures in $M),TDC,8.0,26.0,29.0,31.0
Other current assets(figures in $M),TDC,87.0,152.0,155.0,91.0
Total current assets(figures in $M),TDC,1028.0,1106.0,1044.0,1014.0
"Gross property, plant and equipment(figures in $M)",TDC,257.0,314.0,377.0,401.0
Accumulated depreciation(figures in $M),TDC,-660.0,-602.0,-528.0,-440.0
"Net property, plant and equipment(figures in $M)",TDC,257.0,314.0,377.0,401.0
Goodwill(figures in $M),TDC,390.0,396.0,401.0,396.0
Intangible assets(figures in $M),TDC,0.0,0.0,0.0,46.0
Other long-term assets(figures in $M),TDC,42.0,40.0,51.0,113.0
Total non-current assets(figures in $M),TDC,994.0,1063.0,1149.0,1043.0
Total assets(figures in $M),TDC,2022.0,2169.0,2193.0,2057.0
Current debt(figures in $M),TDC,0.0,88.0,44.0,25.0
Accounts payable(figures in $M),TDC,94.0,67.0,50.0,66.0
Accrued liabilities(figures in $M),TDC,137.0,148.0,170.0,157.0
Deferred revenues(figures in $M),TDC,589.0,552.0,499.0,472.0
Other current liabilities(figures in $M),TDC,112.0,89.0,99.0,90.0
Total current liabilities(figures in $M),TDC,1007.0,1033.0,952.0,885.0
Long-term debt(figures in $M),TDC,498.0,324.0,411.0,454.0
Deferred tax liabilities(figures in $M),TDC,7.0,7.0,6.0,6.0
Deferred revenues(figures in $M),TDC,8.0,27.0,38.0,61.0
Other long-term liabilities(figures in $M),TDC,79.0,109.0,136.0,139.0
Total non-current liabilities(figures in $M),TDC,757.0,676.0,841.0,910.0
Total liabilities(figures in $M),TDC,1764.0,1709.0,1793.0,1795.0
Common stock(figures in $M),TDC,1.0,1.0,1.0,1.0
Retained earnings(figures in $M),TDC,-1565.0,-1211.0,-1114.0,-1147.0
Accumulated other comprehensive income(figures in $M),TDC,-119.0,-138.0,-143.0,-141.0
Total stockholders' equity(figures in $M),TDC,258.0,460.0,400.0,262.0
Total liabilities and stockholders' equity(figures in $M),TDC,2022.0,2169.0,2193.0,2057.0
