,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),KR,828.0,1821.0,1687.0,399.0
Other short-term investments(figures in $M),KR,1227.0,1082.0,1096.0,1179.0
Total cash(figures in $M),KR,2055.0,2903.0,2783.0,1578.0
Net receivables(figures in $M),KR,2234.0,1828.0,1756.0,1692.0
Inventory(figures in $M),KR,7560.0,6783.0,7063.0,7084.0
Other current assets(figures in $M),KR,735.0,0.0,0.0,0.0
Total current assets(figures in $M),KR,12584.0,12174.0,12478.0,10876.0
"Gross property, plant and equipment(figures in $M)",KR,31388.0,30484.0,29182.0,28607.0
Accumulated depreciation(figures in $M),KR,-28642.0,-26098.0,-23637.0,-23976.0
"Net property, plant and equipment(figures in $M)",KR,31388.0,30484.0,29182.0,28607.0
Goodwill(figures in $M),KR,2916.0,3076.0,3076.0,3076.0
Intangible assets(figures in $M),KR,899.0,942.0,997.0,1066.0
Other long-term assets(figures in $M),KR,1750.0,2410.0,2904.0,1539.0
Total non-current assets(figures in $M),KR,36953.0,36912.0,36159.0,34288.0
Total assets(figures in $M),KR,49537.0,49086.0,48637.0,45164.0
Current debt(figures in $M),KR,807.0,555.0,911.0,1940.0
Accounts payable(figures in $M),KR,7119.0,7117.0,6679.0,6349.0
Accrued liabilities(figures in $M),KR,1689.0,1736.0,1413.0,1168.0
Other current liabilities(figures in $M),KR,6372.0,6265.0,5700.0,4086.0
Total current liabilities(figures in $M),KR,16649.0,16323.0,15370.0,14140.0
Long-term debt(figures in $M),KR,12571.0,12809.0,12502.0,12136.0
Deferred tax liabilities(figures in $M),KR,1672.0,1562.0,1513.0,1452.0
Other long-term liabilities(figures in $M),KR,1823.0,2059.0,2660.0,1750.0
Total non-current liabilities(figures in $M),KR,22874.0,23334.0,23717.0,22451.0
Total liabilities(figures in $M),KR,39523.0,39657.0,39087.0,36591.0
Common stock(figures in $M),KR,1918.0,1918.0,1918.0,1918.0
Retained earnings(figures in $M),KR,25601.0,24066.0,23018.0,20978.0
Accumulated other comprehensive income(figures in $M),KR,-632.0,-467.0,-630.0,-640.0
Total stockholders' equity(figures in $M),KR,10014.0,9429.0,9550.0,8573.0
Total liabilities and stockholders' equity(figures in $M),KR,49537.0,49086.0,48637.0,45164.0
