,headline,final_score,datetime
0,"Klappa, Lauber highlight exceptional year for WEC Energy Group",86,2023-05-04 13:00:00
1,WEC Energy Group Inc. stock outperforms market on strong trading day,86,2023-05-03 21:33:00
2,B of A Securities Maintains WEC Energy Group (WEC) Buy Recommendation,86,2023-05-03 11:20:53
3,WEC Energy price target lowered to $103 from $106 at BofA,86,2023-05-03 00:15:00
4,Bank of America Securities Reaffirms Their Buy Rating on WEC Energy Group (WEC),86,2023-05-02 22:25:00
5,"WEC Energy Group Inc. stock falls Wednesday, underperforms market",86,2023-05-02 21:33:00
6,WEC Energy Group Inc. stock outperforms market despite losses on the day,86,2023-05-02 10:31:00
7,"WEC Energy (WEC) Q1 Earnings Surpass Estimates, Sales Lag",86,2023-05-02 02:48:09
8,Q1 2023 WEC Energy Group Inc Earnings Call,86,2023-05-02 02:02:57
9,Analysts Offer Insights on Utilities Companies: WEC Energy Group (WEC) and Diamondback (FANG),86,2023-05-01 23:11:00
10,WEC Energy Group Inc. stock underperforms Monday when compared to competitors,86,2023-05-01 10:31:00
11,"WEC Energy Group, Inc. (WEC) Q1 2023 Earnings Call Transcript",90,2023-05-01 10:05:06
12,"WEC Energy Q1 Earnings Beat Despite Lower Energy Consumption, 2023 Outlook Reaffirmed",86,2023-05-01 08:29:46
13,WEC Energy Group (WEC) Q1 Earnings Beat Estimates,86,2023-05-01 05:15:12
14,WEC Energy's quarterly net income falls on lower electricity demand,86,2023-05-01 05:03:57
15,WEC Energy Group reports first-quarter results,86,2023-05-01 04:00:00
16,WEC Energy: Q1 Earnings Snapshot,86,2023-05-01 00:05:00
17,"WEC Energy GAAP EPS of $1.61 beats by $0.03, revenue of $2.89B misses by $10M",86,2023-04-30 23:07:00
18,"WEC Energy backs FY23 EPS view  $4.58-$4.62 , consensus $4.61",86,2023-04-30 23:04:00
19,"WEC Energy reports Q1 EPS $1.61, consensus $1.59",86,2023-04-30 23:02:00
20,"WEC Energy reports Q2 EPS 83c-85c, consensus 96c",86,2023-04-30 18:17:00
21,WEC Energy Group Inc. stock outperforms competitors despite losses on the day,86,2023-04-28 10:31:00
23,WEC Energy Q1 2023 Earnings Preview,86,2023-04-27 21:38:00
24,"WEC Energy Group Inc. stock rises Thursday, still underperforms market",86,2023-04-27 10:32:00
25,WEC Energy Group Inc. stock underperforms Wednesday when compared to competitors,86,2023-04-26 10:31:00
27,WEC Energy Group Inc. stock outperforms competitors on strong trading day,86,2023-04-24 10:31:00
28,WEC Energy Group to announce 2023 first-quarter results May 1,86,2023-04-24 09:00:00
29,Analysts Estimate WEC Energy Group (WEC) to Report a Decline in Earnings: What to Look Out for,86,2023-04-24 07:00:02
30,WEC Energy Group (NYSE:WEC) Has Announced That It Will Be Increasing Its Dividend To $0.78,86,2023-04-24 03:15:08
31,WEC Energy Group (WEC) Declares $0.78 Dividend,86,2023-04-21 16:24:09
33,WEC Energy Group declares quarterly dividend,86,2023-04-20 11:59:00
34,WEC Energy declares $0.78 dividend,86,2023-04-19 22:41:00
35,JP Morgan Maintains WEC Energy Group (WEC) Neutral Recommendation,86,2023-04-19 07:43:39
36,"Analysts Have Conflicting Sentiments on These Utilities Companies: Ameren (AEE), APA (APA) and WEC Energy Group (WEC)",86,2023-04-19 04:30:00
37,NI or WEC: Which Is the Better Value Stock Right Now?,86,2023-04-18 08:40:03
38,Duke Energy (DUK) Arm Adds 150 MW of Solar Capacity in Florida,86,2023-04-14 07:10:02
39,"WEC Energy Group Inc. stock rises Tuesday, outperforms market",86,2023-04-11 10:30:00
40,The Returns At WEC Energy Group (NYSE:WEC) Aren't Growing,86,2023-04-10 05:56:05
43,WEC Energy Group Inc. stock underperforms Tuesday when compared to competitors despite daily gains,86,2023-04-04 10:31:00
44,"WEC Energy Group Inc. stock falls Monday, underperforms market",86,2023-04-02 21:31:00
45,"WEC Energy Group Inc. stock rises Friday, still underperforms market",86,2023-03-31 10:36:00
46,NI vs. WEC: Which Stock Is the Better Value Option?,86,2023-03-31 08:40:03
47,Reasons to Add WEC Energy (WEC) to Your Portfolio Right Now,86,2023-03-30 05:46:12
48,"WEC Energy Group Inc. stock rises Wednesday, still underperforms market",86,2023-03-29 10:30:00
49,Duke Energy's (DUK) Pisgah Ridge Solar Project Comes Online,86,2023-03-29 06:22:01
52,WEC Energy cuts Q1 earnings guidance on warmer than expected weather,86,2023-03-27 03:52:00
53,"WEC Energy Group Inc. stock rises Friday, outperforms market",86,2023-03-24 10:30:00
54,"With EPS Growth And More, WEC Energy Group (NYSE:WEC) Makes An Interesting Case",86,2023-03-23 05:04:48
55,"WEC Energy Group Inc. stock falls Thursday, underperforms market",86,2023-03-22 21:33:00
56,"WEC Energy Group Inc. stock falls Tuesday, underperforms market",86,2023-03-21 10:31:00
57,"WEC Energy Group Inc. stock rises Monday, still underperforms market",86,2023-03-20 10:30:00
58,"WEC Energy Group Inc. stock falls Friday, still outperforms market",86,2023-03-17 10:31:00
59,WEC Energy Group: Some Good Things But Overly Expensive,86,2023-03-16 06:10:13
60,May 19th Options Now Available For WEC Energy Group,86,2023-03-16 04:40:00
61,DTE Energy Offers Stability At A Price,86,2023-03-14 10:48:54
62,"WEC Energy Group Inc. stock rises Tuesday, still underperforms market",86,2023-03-14 10:32:00
63,"WEC Energy Group Inc. stock rises Monday, outperforms market",86,2023-03-13 10:31:00
64,"WEC Energy Group Now #254 Largest Company, Surpassing LyondellBasell Industries",86,2023-03-12 20:38:00
68,Investors in WEC Energy Group (NYSE:WEC) have made a decent return of 67% over the past five years,86,2023-03-09 03:59:17
