,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),AON,690.0,544.0,884.0,790.0
Other short-term investments(figures in $M),AON,452.0,292.0,308.0,138.0
Total cash(figures in $M),AON,1142.0,836.0,1192.0,928.0
Net receivables(figures in $M),AON,3035.0,3094.0,3070.0,3112.0
Other current assets(figures in $M),AON,646.0,716.0,624.0,602.0
Total current assets(figures in $M),AON,20723.0,19032.0,18676.0,16476.0
"Gross property, plant and equipment(figures in $M)",AON,1257.0,1315.0,1510.0,1550.0
Accumulated depreciation(figures in $M),AON,-1391.0,-1318.0,-1268.0,-1159.0
"Net property, plant and equipment(figures in $M)",AON,1257.0,1315.0,1510.0,1550.0
Equity and other investments(figures in $M),AON,60.0,64.0,74.0,53.0
Goodwill(figures in $M),AON,8292.0,8434.0,8666.0,8165.0
Intangible assets(figures in $M),AON,447.0,492.0,640.0,783.0
Other long-term assets(figures in $M),AON,509.0,511.0,610.0,570.0
Total non-current assets(figures in $M),AON,11981.0,12896.0,13430.0,12929.0
Total assets(figures in $M),AON,32704.0,31928.0,32106.0,29405.0
Current debt(figures in $M),AON,945.0,1164.0,448.0,712.0
Accounts payable(figures in $M),AON,18014.0,16578.0,15806.0,13773.0
Deferred revenues(figures in $M),AON,250.0,321.0,296.0,270.0
Other current liabilities(figures in $M),AON,1347.0,1331.0,1170.0,1086.0
Total current liabilities(figures in $M),AON,20306.0,19073.0,17424.0,15571.0
Long-term debt(figures in $M),AON,9825.0,8228.0,7281.0,6627.0
Deferred tax liabilities(figures in $M),AON,99.0,412.0,262.0,199.0
Deferred revenues(figures in $M),AON,37.0,70.0,76.0,62.0
Other long-term liabilities(figures in $M),AON,1024.0,910.0,896.0,877.0
Total non-current liabilities(figures in $M),AON,12827.0,11697.0,11099.0,10385.0
Total liabilities(figures in $M),AON,33133.0,30770.0,28523.0,25956.0
Common stock(figures in $M),AON,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),AON,-2772.0,-1694.0,1042.0,1254.0
Accumulated other comprehensive income(figures in $M),AON,-4623.0,-3871.0,-3861.0,-4033.0
Total stockholders' equity(figures in $M),AON,-529.0,1061.0,3495.0,3375.0
Total liabilities and stockholders' equity(figures in $M),AON,32704.0,31928.0,32106.0,29405.0
