,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),GNW,86442.0,99171.0,105747.0,101342.0
Total liabilities(figures in $M),GNW,75703.0,82905.0,89927.0,86710.0
Common stock(figures in $M),GNW,1.0,1.0,1.0,1.0
Retained earnings(figures in $M),GNW,3098.0,2490.0,1584.0,1461.0
Accumulated other comprehensive income(figures in $M),GNW,-2220.0,3861.0,4425.0,3433.0
Total stockholders' equity(figures in $M),GNW,9984.0,15510.0,15318.0,14185.0
Total liabilities and stockholders' equity(figures in $M),GNW,86442.0,99171.0,105747.0,101342.0
