,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),XOM,29640.0,6802.0,4364.0,3089.0
Total cash(figures in $M),XOM,29640.0,6802.0,4364.0,3089.0
Net receivables(figures in $M),XOM,41749.0,26883.0,16339.0,21100.0
Inventory(figures in $M),XOM,24435.0,18780.0,18850.0,18528.0
Other current assets(figures in $M),XOM,1782.0,1189.0,1098.0,1469.0
Total current assets(figures in $M),XOM,97631.0,59154.0,44893.0,50052.0
"Gross property, plant and equipment(figures in $M)",XOM,204692.0,216552.0,227553.0,253018.0
Accumulated depreciation(figures in $M),XOM,0.0,-278510.0,-277769.0,-233684.0
"Net property, plant and equipment(figures in $M)",XOM,204692.0,216552.0,227553.0,253018.0
Equity and other investments(figures in $M),XOM,49793.0,45195.0,43515.0,43164.0
Other long-term assets(figures in $M),XOM,16951.0,18022.0,16789.0,16363.0
Total non-current assets(figures in $M),XOM,271436.0,279769.0,287857.0,312545.0
Total assets(figures in $M),XOM,369067.0,338923.0,332750.0,362597.0
Current debt(figures in $M),XOM,634.0,4276.0,20458.0,20578.0
Accounts payable(figures in $M),XOM,63197.0,26623.0,17499.0,24694.0
Taxes payable(figures in $M),XOM,5214.0,1601.0,684.0,1580.0
Total current liabilities(figures in $M),XOM,69045.0,56643.0,56363.0,63989.0
Long-term debt(figures in $M),XOM,40559.0,41667.0,45502.0,24672.0
Deferred tax liabilities(figures in $M),XOM,22874.0,20165.0,18165.0,25620.0
Other long-term liabilities(figures in $M),XOM,21733.0,21717.0,21242.0,21416.0
Total non-current liabilities(figures in $M),XOM,97549.0,106597.0,112257.0,99670.0
Total liabilities(figures in $M),XOM,166594.0,163240.0,168620.0,163659.0
Common stock(figures in $M),XOM,15752.0,15746.0,15688.0,15637.0
Retained earnings(figures in $M),XOM,432860.0,392059.0,383943.0,421341.0
Accumulated other comprehensive income(figures in $M),XOM,-13270.0,-13764.0,-16705.0,-19493.0
Total stockholders' equity(figures in $M),XOM,195049.0,168577.0,157150.0,191650.0
Total liabilities and stockholders' equity(figures in $M),XOM,369067.0,338923.0,332750.0,362597.0
