,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),AN,72.6,60.4,569.6,42.0
Total cash(figures in $M),AN,72.6,60.4,569.6,42.0
Net receivables(figures in $M),AN,156.6,162.6,138.0,136.4
Inventory(figures in $M),AN,2048.3,1847.9,2598.5,3305.8
Other current assets(figures in $M),AN,158.3,173.4,139.4,146.6
Total current assets(figures in $M),AN,3138.0,2811.7,4152.7,4411.1
"Gross property, plant and equipment(figures in $M)",AN,5865.8,5484.7,5100.5,4988.9
Accumulated depreciation(figures in $M),AN,-1935.1,-1781.2,-1652.9,-1481.2
"Net property, plant and equipment(figures in $M)",AN,3930.7,3703.5,3447.6,3507.7
Goodwill(figures in $M),AN,1320.1,1235.3,1185.0,1501.9
Intangible assets(figures in $M),AN,837.0,743.5,521.5,581.6
Other long-term assets(figures in $M),AN,530.8,449.6,580.4,541.0
Total non-current assets(figures in $M),AN,6921.7,6131.9,5734.5,6132.2
Total assets(figures in $M),AN,10059.7,8943.6,9887.2,10543.3
Current debt(figures in $M),AN,2182.6,1809.8,3069.1,4101.4
Accounts payable(figures in $M),AN,327.6,395.9,335.2,290.3
Accrued liabilities(figures in $M),AN,238.0,279.9,225.8,0.0
Other current liabilities(figures in $M),AN,618.0,536.4,497.4,641.3
Total current liabilities(figures in $M),AN,3405.7,3059.8,4165.9,5100.2
Long-term debt(figures in $M),AN,3899.8,2846.2,1792.6,1578.5
Deferred tax liabilities(figures in $M),AN,76.5,78.2,95.9,135.1
Other long-term liabilities(figures in $M),AN,333.0,322.3,310.6,262.4
Total non-current liabilities(figures in $M),AN,4606.2,3506.8,2485.6,2281.0
Total liabilities(figures in $M),AN,8011.9,6566.6,6651.5,7381.2
Common stock(figures in $M),AN,0.6,0.8,1.0,1.0
Retained earnings(figures in $M),AN,3663.7,4639.9,4069.4,3688.3
Total stockholders' equity(figures in $M),AN,2047.8,2377.0,3235.7,3162.1
Total liabilities and stockholders' equity(figures in $M),AN,10059.7,8943.6,9887.2,10543.3
