,headline,final_score,datetime
0,Johnson Controls International PLC stock outperforms competitors despite losses on the day,90,2023-05-04 10:04:00
1,Johnson Controls' 2023 Sustainability Report marks milestones towards net zero,86,2023-05-04 07:00:00
2,Should You Buy Johnson Controls (JCI) Ahead of Earnings?,86,2023-05-04 06:06:01
3,Johnson Controls International FQ2 2023 Earnings Preview,86,2023-05-04 04:35:00
7,"Johnson Controls International PLC stock falls Wednesday, underperforms market",90,2023-05-03 10:04:00
8,Johnson Controls International PLC stock outperforms competitors on strong trading day,90,2023-05-02 10:03:00
11,Johnson Controls International PLC stock underperforms Monday when compared to competitors,90,2023-05-01 10:03:00
12,Johnson Controls (JCI) to Post Q2 Earnings: What to Expect,86,2023-05-01 07:47:02
13,"The Zacks Analyst Blog Highlights Ingersoll Rand, Johnson Controls, Parker-Hannifin and Zebra Technologies",86,2023-05-01 04:19:11
14,"Johnson Controls International PLC stock rises Friday, still underperforms market",90,2023-04-28 10:03:00
15,Johnson Controls (JCI) Reports Next Week: Wall Street Expects Earnings Growth,86,2023-04-28 07:00:02
17,Johnson Controls International (JCI) Shares Cross Above 200 DMA,86,2023-04-28 03:05:00
18,Johnson Controls to present at Goldman Sachs Industrials and Materials Conference,86,2023-04-26 05:30:00
19,"Johnson Controls International PLC stock falls Tuesday, still outperforms market",90,2023-04-25 10:03:00
20,Johnson Controls to present at Oppenheimer 18th Annual Industrial Growth Conference,86,2023-04-25 05:30:00
21,Oppenheimer Maintains Johnson Controls International plc - Registered Shares (JCI) Outperform Recommendation,90,2023-04-24 10:57:30
22,"Johnson Controls International PLC stock falls Monday, underperforms market",90,2023-04-24 10:04:00
23,"For the 8th consecutive year, Johnson Controls is named to the Clean200, the top 200 companies leading the transition to a sustainable global economy",86,2023-04-24 05:00:00
28,"Johnson Controls International PLC stock falls Thursday, still outperforms market",90,2023-04-20 10:03:00
29,Johnson Controls launches a partnership with Nucor to recycle nearly 100% of scrap steel at major Johnson Controls facilities in the United States,86,2023-04-20 05:00:00
30,Interesting JCI Put And Call Options For June 16th,60,2023-04-20 03:20:00
31,Johnson Controls launches partnership with Nucor,61,2023-04-20 00:03:00
32,"Johnson Controls International PLC stock rises Wednesday, outperforms market",90,2023-04-19 10:03:00
33,Johnson Controls CEO: ‘Humanity has 7 years to cut global emissions by half–but we can decarbonize buildings ahead of schedule’,86,2023-04-19 03:42:15
34,"Johnson Controls International PLC stock falls Tuesday, underperforms market",90,2023-04-18 10:03:00
35,JCI or ASAZY: Which Is the Better Value Stock Right Now?,60,2023-04-18 08:40:03
36,Johnson Controls Announces Second Quarter 2023 Earnings Conference Call Webcast,86,2023-04-18 05:00:00
38,"Johnson Controls International PLC stock rises Monday, outperforms market",90,2023-04-17 10:03:00
40,Johnson Controls International PLC stock outperforms market despite losses on the day,90,2023-04-14 10:03:00
