,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Manipulation score(Fraud),DOV,-2.185689558614367,-2.2389688782198958,-2.68275633245881,-2.5105533344604596
Altman Z-score(Fraud),DOV,-1.3272573197031712,-1.4259863724907342,-1.0889160230563029,-0.9906315871344814
McKee ratio(Fraud),DOV,0.3405991441094759,0.4153203560939652,0.0913025440908216,0.12585680388351164
