,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),ORLY,108.583,362.113,465.64,40.406
Total cash(figures in $M),ORLY,108.583,362.113,465.64,40.406
Net receivables(figures in $M),ORLY,470.174,385.674,229.679,214.915
Inventory(figures in $M),ORLY,4359.126,3686.383,3653.195,3454.092
Other current assets(figures in $M),ORLY,110.376,70.092,50.658,44.757
Total current assets(figures in $M),ORLY,5048.259,4504.262,4499.787,3833.662
"Gross property, plant and equipment(figures in $M)",ORLY,9550.332,8930.516,8555.038,8119.796
Accumulated depreciation(figures in $M),ORLY,-3014.024,-2734.523,-2464.993,-2243.224
"Net property, plant and equipment(figures in $M)",ORLY,6536.308,6195.993,6090.045,5876.572
Goodwill(figures in $M),ORLY,884.445,879.34,881.03,936.814
Other long-term assets(figures in $M),ORLY,158.967,139.112,125.78,70.112
Total non-current assets(figures in $M),ORLY,7579.72,7214.445,7096.855,6883.498
Total assets(figures in $M),ORLY,12627.979,11718.707,11596.642,10717.16
Accounts payable(figures in $M),ORLY,5881.157,4695.312,4184.662,3604.722
Taxes payable(figures in $M),ORLY,0.0,0.0,16.786,0.0
Accrued liabilities(figures in $M),ORLY,126.888,107.588,88.875,100.816
Other current liabilities(figures in $M),ORLY,383.692,370.217,297.393,270.21
Total current liabilities(figures in $M),ORLY,7063.817,5874.615,5262.417,4469.427
Long-term debt(figures in $M),ORLY,4371.653,3826.978,4123.217,3890.527
Deferred tax liabilities(figures in $M),ORLY,245.347,175.212,155.899,133.28
Other long-term liabilities(figures in $M),ORLY,201.258,206.568,196.16,171.289
Total non-current liabilities(figures in $M),ORLY,6624.914,5910.515,6193.967,5850.393
Total liabilities(figures in $M),ORLY,13688.731,11785.13,11456.384,10319.82
Common stock(figures in $M),ORLY,0.624,0.67,0.711,0.756
Retained earnings(figures in $M),ORLY,-2375.86,-1365.802,-1139.139,-889.066
Accumulated other comprehensive income(figures in $M),ORLY,2.996,-6.799,-2.155,4.89
Total stockholders' equity(figures in $M),ORLY,-1060.752,-66.423,140.258,397.34
Total liabilities and stockholders' equity(figures in $M),ORLY,12627.979,11718.707,11596.642,10717.16
