,ticker,sentiment
2023-04-04 17:18:19,MRO,0.2023
2023-04-05 05:05:00,MRO,0.0258
2023-04-05 07:35:00,MRO,0.743
2023-04-05 16:08:14,MRO,0.6369
2023-04-06 05:01:00,MRO,0.5574
2023-04-11 20:37:22,MRO,-0.6705
2023-04-14 05:01:00,MRO,0.3182
2023-04-14 05:35:00,MRO,0.2023
2023-04-14 06:28:51,MRO,0.6908
2023-04-14 10:10:00,MRO,0.5106
2023-04-15 18:20:00,MRO,0.2732
2023-04-16 19:30:00,MRO,0.2732
2023-04-17 16:48:26,MRO,0.2263
2023-04-18 04:26:00,MRO,0.25
2023-04-18 14:50:09,MRO,0.34
2023-04-18 16:23:24,MRO,-0.128
2023-04-19 01:02:00,MRO,-0.128
2023-04-19 23:17:30,MRO,-0.3612
2023-04-19 23:25:00,MRO,0.368
2023-04-20 03:07:00,MRO,0.6908
2023-04-20 04:49:00,MRO,-0.5423
2023-04-20 05:01:00,MRO,0.5267
2023-04-20 05:11:00,MRO,-0.5719
2023-04-20 23:09:00,MRO,-0.128
2023-04-21 00:12:00,MRO,0.5106
2023-04-21 08:43:28,MRO,0.5106
2023-04-24 10:11:00,MRO,0.5106
2023-04-27 03:03:00,MRO,0.296
2023-04-27 14:45:09,MRO,-0.3716
2023-04-30 05:09:38,MRO,0.2732
2023-05-01 10:10:00,MRO,0.3089
2023-05-01 19:55:00,MRO,-0.6597
2023-05-02 04:08:00,MRO,0.2732
2023-05-02 05:00:00,MRO,0.2732
2023-05-02 07:19:42,MRO,-0.1027
2023-05-02 07:49:00,MRO,-0.8158
2023-05-02 20:33:00,MRO,-0.0516
2023-05-02 20:38:00,MRO,0.2023
2023-05-02 22:39:00,MRO,0.2023
2023-05-03 13:33:12,MRO,0.4404
2023-05-03 15:49:48,MRO,0.4404
2023-05-03 22:40:00,MRO,0.2023
2023-05-04 23:30:57,MRO,-0.4404
