,headline,final_score,datetime
0,Ryder Unveils First Market Offering of Combined Electric Vehicle (EV) & Charging Capabilities to Make EV Solutions Easier for Customers,60,2023-05-02 03:55:00
1,Ryder CFO to Address Goldman Sachs Industrials & Materials Conference,86,2023-05-01 13:30:00
2,Wells Fargo Maintains Ryder System (R) Equal-Weight Recommendation,86,2023-04-28 05:32:38
3,Stifel Maintains Ryder System (R) Hold Recommendation,86,2023-04-28 05:32:37
4,"Ryder (R) Lags Q1 Earnings Estimates, Tweaks 2023 EPS View",86,2023-04-27 03:25:10
5,Ryder price target lowered to $105 from $107 at Stifel,86,2023-04-27 02:14:00
6,Ryder price target lowered to $80 from $100 at Wells Fargo,86,2023-04-27 01:24:00
7,Ryder System (R) Gets a Hold from Robert W. Baird,86,2023-04-27 00:45:00
8,Q1 2023 Ryder System Inc Earnings Call,90,2023-04-26 23:58:14
9,Ryder Q1 Earnings Miss Estimates; Warns On Reduced Earnings In 2023 On Weak Freight Conditions,86,2023-04-26 10:59:16
10,"Ryder System, Inc. (R) Q1 2023 Earnings Call Transcript",86,2023-04-26 10:39:04
11,"Ryder System, Inc. 2023 Q1 - Results - Earnings Call Presentation",86,2023-04-26 05:27:34
12,Ryder Reports First Quarter 2023 Results,86,2023-04-26 04:55:00
13,Ryder System Expects Loss in 2Q From UK Exit,86,2023-04-26 01:36:00
14,"Ryder System Logs Lower 1Q Profit, Below-Consensus Revenue",86,2023-04-26 01:27:00
15,Ryder stock falls premarket as earnings fall short of expectations,86,2023-04-26 01:12:00
16,Ryder: Q1 Earnings Snapshot,86,2023-04-26 01:05:00
17,"Ryder Non-GAAP EPS of $2.81 misses by $0.16, revenue of $3B beats by $10M",86,2023-04-26 00:05:00
18,"Ryder sees FY23 EPS $11.30 - $12.05 , consensus $11.84",86,2023-04-26 00:02:00
19,"Ryder reports Q1 EPS $2.81, consensus 2.96",86,2023-04-25 23:59:00
20,Relative Strength Alert For Ryder System,86,2023-04-25 23:15:00
21,R Dividend Yield Pushes Above 3%,60,2023-04-25 19:34:00
22,Ryder Q1 2023 Earnings Preview,86,2023-04-25 04:44:00
23,Notable earnings before Wednesday`s open,60,2023-04-25 03:11:00
24,Ryder System (R) Shares Cross Below 200 DMA,86,2023-04-25 02:55:00
25,"Zacks.com featured highlights AutoNation, Suzano, Valero Energy, Delta Air Lines and Ryder System",86,2023-04-24 03:11:10
26,Ryder System (R) to Report Q1 Earnings: What's in Store?,86,2023-04-21 08:38:03
27,Buy 5 High ROE Stocks as Earnings Season Kicks Off,60,2023-04-21 05:29:12
28,Ryder Driving and Charging into Advanced Clean Transportation (ACT) Expo; Showcasing Electric Vehicles and Solutions Expertise,86,2023-04-20 03:55:00
29,"Daseke: The Easy Money Has Been Made, But Further Upside Exists",60,2023-04-14 09:40:51
30,10 Best Performing Blue Chip Stocks,60,2023-04-13 21:35:00
31,Ryder Rolls Out Carrier Loyalty Program for Freight Brokerage,86,2023-04-12 03:55:00
32,GXO Logistics And Ryder: Increasing Supply Chain Efficiency Through Automation,86,2023-04-10 14:40:36
33,The Retirees' Dividend Portfolio: John And Jane's March 2023 Taxable Account Update,60,2023-04-08 13:45:10
