,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),DTE,33.0,28.0,514.0,93.0
Total cash(figures in $M),DTE,33.0,28.0,514.0,93.0
Net receivables(figures in $M),DTE,2038.0,1922.0,1665.0,1642.0
Inventory(figures in $M),DTE,942.0,858.0,716.0,759.0
Other current assets(figures in $M),DTE,685.0,413.0,358.0,214.0
Total current assets(figures in $M),DTE,4180.0,3317.0,3498.0,3086.0
"Gross property, plant and equipment(figures in $M)",DTE,39435.0,37180.0,38149.0,35241.0
Accumulated depreciation(figures in $M),DTE,-10579.0,-10139.0,-10028.0,-9755.0
"Net property, plant and equipment(figures in $M)",DTE,28856.0,27041.0,28121.0,25486.0
Equity and other investments(figures in $M),DTE,330.0,381.0,3919.0,3788.0
Goodwill(figures in $M),DTE,1993.0,1993.0,2466.0,2464.0
Intangible assets(figures in $M),DTE,166.0,177.0,2339.0,2393.0
Other long-term assets(figures in $M),DTE,2059.0,2250.0,144.0,182.0
Total non-current assets(figures in $M),DTE,38503.0,36402.0,41998.0,38796.0
Total assets(figures in $M),DTE,42683.0,39719.0,45496.0,41882.0
Current debt(figures in $M),DTE,2286.0,3632.0,507.0,1515.0
Accounts payable(figures in $M),DTE,1604.0,1414.0,1029.0,1076.0
Accrued liabilities(figures in $M),DTE,154.0,140.0,158.0,147.0
Other current liabilities(figures in $M),DTE,920.0,975.0,754.0,652.0
Total current liabilities(figures in $M),DTE,5173.0,6346.0,2691.0,3997.0
Long-term debt(figures in $M),DTE,16862.0,14512.0,18977.0,15924.0
Deferred tax liabilities(figures in $M),DTE,2394.0,2163.0,2822.0,2315.0
Other long-term liabilities(figures in $M),DTE,379.0,414.0,533.0,593.0
Total non-current liabilities(figures in $M),DTE,27109.0,24660.0,30216.0,26049.0
Total liabilities(figures in $M),DTE,32282.0,31006.0,32907.0,30046.0
Common stock(figures in $M),DTE,6651.0,5379.0,5406.0,5233.0
Retained earnings(figures in $M),DTE,3808.0,3438.0,7156.0,6587.0
Accumulated other comprehensive income(figures in $M),DTE,-62.0,-112.0,-137.0,-148.0
Total stockholders' equity(figures in $M),DTE,10397.0,8705.0,12425.0,11672.0
Total liabilities and stockholders' equity(figures in $M),DTE,42683.0,39719.0,45496.0,41882.0
