,headline,final_score,datetime
0,"O-I Glass, Inc. (NYSE:OI) Q1 2023 Earnings Call Transcript",86,2023-05-03 10:07:13
1,Barclays Reaffirms Their Sell Rating on O-I Glass (OI),86,2023-04-30 21:36:00
2,O-I Glass price target raised to $19 from $18 at Barclays,86,2023-04-30 21:25:00
3,"Citi remains bullish on O-I Glass, raises price target to $28",86,2023-04-30 01:28:00
4,Fast-paced Momentum Stock O-I Glass (OI) Is Still Trading at a Bargain,86,2023-04-28 05:50:12
5,Truist Securities Maintains Owens-Illinois (OI) Buy Recommendation,57,2023-04-27 22:02:39
6,RBC Capital Maintains Owens-Illinois (OI) Outperform Recommendation,57,2023-04-27 22:02:39
7,Baird Maintains Owens-Illinois (OI) Outperform Recommendation,57,2023-04-27 05:20:15
8,O-I Glass price target raised to $31 from $27 at Truist,86,2023-04-27 00:45:00
9,O-I Glass price target raised to $37 from $34 at RBC Capital,86,2023-04-26 23:23:00
10,O-I Glass price target raised to $30 from $26 at Baird,86,2023-04-26 23:07:00
11,O-I Glass Celebrates Contributions of Women in Innovation,86,2023-04-26 07:30:00
12,"O-I Glass, Inc. (OI) Q1 2023 Earnings Call Transcript",86,2023-04-26 06:32:02
13,"O-I Glass, Inc. 2023 Q1 - Results - Earnings Call Presentation",86,2023-04-26 05:06:50
14,"Analysts Conflicted on These Materials Names: O-I Glass (OI), Sherwin-Williams Company (SHW) and Dow Inc (DOW)",86,2023-04-26 00:05:00
15,"Analysts Are Bullish on Top Materials Stocks: Crown Holdings (CCK), O-I Glass (OI)",86,2023-04-25 23:51:00
16,O-I Glass Reports First Quarter 2023 Results,86,2023-04-25 13:20:00
17,"Stocks to Watch: Alphabet, Microsoft, O-I Glass, PacWest Bancorp",86,2023-04-25 12:10:00
18,O-I Shares Up 7.2% on 1Q Earnings Beat,86,2023-04-25 10:36:00
19,O-I Glass More Than Doubles Q1 Earnings as Higher Prices Outpace Cost Inflation,86,2023-04-25 10:07:00
20,O-I Glass: Q1 Earnings Snapshot,86,2023-04-25 10:03:00
22,"O-I Glass Non-GAAP EPS of $1.29 beats by $0.46, revenue of $1.8B beats by $20M",86,2023-04-24 20:43:00
23,"O-I Glass reports Q1 EPS $1.29, consensus 85c",86,2023-04-24 20:24:00
24,O-I Glass Q1 2023 Earnings Preview,86,2023-04-23 21:35:00
26,Innovative O-I Glass Helps Bacardi Build on Sustainability Mission,86,2023-04-21 07:25:00
29,Here's Why O-I Glass (OI) is a Strong Value Stock,86,2023-04-19 06:40:01
30,O-I Glass (OI) Gets a Buy from RBC Capital,86,2023-04-19 01:46:00
31,O-I Glass (OI) to Report Q1 Earnings: What's in the Offing?,86,2023-04-18 08:13:03
32,O-I Glass (OI) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,86,2023-04-18 07:01:02
33,O-I Breaks Ground on First Purpose-Built Plant for Magma Technology,86,2023-04-14 13:15:00
34,"If EPS Growth Is Important To You, O-I Glass (NYSE:OI) Presents An Opportunity",86,2023-04-13 09:07:23
35,Are Investors Undervaluing OI Glass (OI) Right Now?,86,2023-04-12 06:40:01
36,Wells Fargo Maintains Owens-Illinois (OI) Overweight Recommendation,57,2023-04-10 20:03:49
37,Why Fast-paced Mover O-I Glass (OI) Is a Great Choice for Value Investors,86,2023-04-10 05:50:12
40,O-I Glass Announces First Quarter 2023 Earnings Conference Call and Webcast,86,2023-03-30 13:15:00
41,"O-I Glass Advances Sustainability and Decarbonization of Plant in Vayres, France",86,2023-03-30 05:20:00
42,O-I Glass Makes Sustainability Investment in French Plant,86,2023-03-30 01:12:00
43,O-I Glass completes EUR50M investment for sustainability of Vayres plant,86,2023-03-29 23:47:00
44,Should Value Investors Buy OI Glass (OI) Stock?,86,2023-03-27 06:40:01
46,O-I Glass: Still Trading At 12-14% FCF Yield Despite A 56% Share Price Increase,86,2023-03-20 04:30:00
47,Interesting OI Put And Call Options For November 17th,60,2023-03-16 04:37:00
50,"Should We Be Delighted With O-I Glass, Inc.'s (NYSE:OI) ROE Of 41%?",86,2023-03-14 11:40:45
52,O-I Glass (OI) Stock Rallies 58% in 6 Months: Here's Why,86,2023-03-09 08:38:04
