,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),SBUX,2818.4,6455.7,4350.9,2686.6
Other short-term investments(figures in $M),SBUX,364.5,162.2,281.2,70.5
Total cash(figures in $M),SBUX,3182.9,6617.9,4632.1,2757.1
Net receivables(figures in $M),SBUX,1175.5,940.0,883.4,879.2
Inventory(figures in $M),SBUX,2176.6,1603.9,1551.4,1529.4
Total current assets(figures in $M),SBUX,7018.7,9756.4,7806.4,5653.9
"Gross property, plant and equipment(figures in $M)",SBUX,14576.1,14605.5,14375.5,6431.7
Accumulated depreciation(figures in $M),SBUX,-9049.3,-8459.3,-7913.9,-7841.8
"Net property, plant and equipment(figures in $M)",SBUX,14576.1,14605.5,14375.5,6431.7
Equity and other investments(figures in $M),SBUX,590.3,550.2,684.8,616.0
Goodwill(figures in $M),SBUX,3283.5,3677.3,3597.2,3490.8
Intangible assets(figures in $M),SBUX,155.9,349.9,552.1,781.8
Other long-term assets(figures in $M),SBUX,554.2,578.5,568.6,479.6
Total non-current assets(figures in $M),SBUX,20959.7,21636.2,21568.1,13565.7
Total assets(figures in $M),SBUX,27978.4,31392.6,29374.5,19219.6
Current debt(figures in $M),SBUX,1924.0,998.9,1688.7,0.0
Accounts payable(figures in $M),SBUX,1441.4,1211.6,997.9,1189.7
Taxes payable(figures in $M),SBUX,139.2,348.0,98.2,1291.7
Accrued liabilities(figures in $M),SBUX,2898.8,2745.5,1856.7,3499.5
Deferred revenues(figures in $M),SBUX,1641.9,1596.1,1456.5,1269.0
Total current liabilities(figures in $M),SBUX,9151.8,8151.4,7346.8,6168.7
Long-term debt(figures in $M),SBUX,13119.9,13616.9,14659.6,11167.0
Deferred revenues(figures in $M),SBUX,6279.7,6463.0,6598.5,6744.4
Other long-term liabilities(figures in $M),SBUX,610.5,737.8,907.3,1370.5
Total non-current liabilities(figures in $M),SBUX,27525.3,28555.7,29827.1,19281.9
Total liabilities(figures in $M),SBUX,36677.1,36707.1,37173.9,25450.6
Common stock(figures in $M),SBUX,1.1,1.2,1.2,1.2
Retained earnings(figures in $M),SBUX,-8449.8,-6315.7,-7815.6,-5771.2
Accumulated other comprehensive income(figures in $M),SBUX,-463.2,147.2,-364.6,-503.3
Total stockholders' equity(figures in $M),SBUX,-8706.6,-5321.2,-7805.1,-6232.2
Total liabilities and stockholders' equity(figures in $M),SBUX,27978.4,31392.6,29374.5,19219.6
