,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),DOW,3886.0,2988.0,5104.0,2367.0
Other short-term investments(figures in $M),DOW,0.0,0.0,0.0,21.0
Total cash(figures in $M),DOW,3886.0,2988.0,5104.0,2388.0
Net receivables(figures in $M),DOW,5611.0,6841.0,4839.0,4844.0
Inventory(figures in $M),DOW,6988.0,7372.0,5701.0,6214.0
Other current assets(figures in $M),DOW,1848.0,934.0,889.0,658.0
Total current assets(figures in $M),DOW,20477.0,20848.0,19084.0,16815.0
"Gross property, plant and equipment(figures in $M)",DOW,59282.0,59016.0,58181.0,56982.0
Accumulated depreciation(figures in $M),DOW,-37613.0,-37049.0,-36086.0,-33914.0
"Net property, plant and equipment(figures in $M)",DOW,21669.0,21967.0,22095.0,23068.0
Equity and other investments(figures in $M),DOW,4382.0,5238.0,4102.0,3992.0
Goodwill(figures in $M),DOW,8644.0,8764.0,8908.0,8796.0
Intangible assets(figures in $M),DOW,2442.0,2881.0,3352.0,3759.0
Total non-current assets(figures in $M),DOW,40126.0,42142.0,42386.0,43709.0
Total assets(figures in $M),DOW,60603.0,62990.0,61470.0,60524.0
Current debt(figures in $M),DOW,724.0,392.0,616.0,1021.0
Accounts payable(figures in $M),DOW,4940.0,5577.0,3763.0,3889.0
Taxes payable(figures in $M),DOW,334.0,623.0,397.0,522.0
Accrued liabilities(figures in $M),DOW,2770.0,3481.0,3790.0,2762.0
Total current liabilities(figures in $M),DOW,11331.0,13226.0,11108.0,10679.0
Long-term debt(figures in $M),DOW,14698.0,14280.0,16491.0,15975.0
Deferred tax liabilities(figures in $M),DOW,1110.0,506.0,405.0,347.0
Other long-term liabilities(figures in $M),DOW,7412.0,7533.0,7292.0,7607.0
Total non-current liabilities(figures in $M),DOW,28025.0,31025.0,37357.0,35751.0
Total liabilities(figures in $M),DOW,39356.0,44251.0,48465.0,46430.0
Common stock(figures in $M),DOW,8.0,8.0,8.0,8.0
Retained earnings(figures in $M),DOW,23180.0,20623.0,16361.0,17045.0
Accumulated other comprehensive income(figures in $M),DOW,-7139.0,-8977.0,-10855.0,-10246.0
Total stockholders' equity(figures in $M),DOW,20718.0,18165.0,12435.0,13541.0
Total liabilities and stockholders' equity(figures in $M),DOW,60603.0,62990.0,61470.0,60524.0
