,ticker,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Cash and cash equivalents(figures in $M),KLAC,1584.908,1434.61,1980.472,1739.385
Other short-term investments(figures in $M),KLAC,1123.1,1059.912,746.063,723.391
Total cash(figures in $M),KLAC,2708.008,2494.522,1980.472,1739.385
Net receivables(figures in $M),KLAC,1811.877,1305.479,1107.413,990.113
Inventory(figures in $M),KLAC,2146.889,1575.38,1310.985,1262.5
Other current assets(figures in $M),KLAC,502.137,320.867,324.675,323.077
Total current assets(figures in $M),KLAC,7168.911,5696.248,4723.545,4315.075
"Gross property, plant and equipment(figures in $M)",KLAC,1881.268,1588.236,1375.213,1194.188
Accumulated depreciation(figures in $M),KLAC,-904.895,-822.326,-754.599,-745.389
"Net property, plant and equipment(figures in $M)",KLAC,849.929,663.027,519.824,448.799
Goodwill(figures in $M),KLAC,2320.049,2011.172,2045.402,2211.858
Intangible assets(figures in $M),KLAC,1194.414,1185.311,1391.413,1560.67
Other long-term assets(figures in $M),KLAC,484.612,444.905,362.979,265.973
Total non-current assets(figures in $M),KLAC,5428.177,4574.876,4556.415,4693.441
Total assets(figures in $M),KLAC,12597.088,10271.124,9279.96,9008.516
Current debt(figures in $M),KLAC,0.0,20.0,0.0,249.999
Accounts payable(figures in $M),KLAC,443.338,342.083,264.28,202.416
Taxes payable(figures in $M),KLAC,126.964,87.32,35.64,23.35
Accrued liabilities(figures in $M),KLAC,292.948,217.117,219.7,234.639
Deferred revenues(figures in $M),KLAC,882.706,580.128,569.73,489.017
Other current liabilities(figures in $M),KLAC,1545.039,1161.016,865.776,827.054
Total current liabilities(figures in $M),KLAC,2871.083,2103.227,1699.786,1768.486
Long-term debt(figures in $M),KLAC,6660.718,3422.767,3469.67,3173.383
Deferred tax liabilities(figures in $M),KLAC,658.937,650.623,660.885,702.285
Deferred revenues(figures in $M),KLAC,124.618,87.575,96.325,98.772
Other long-term liabilities(figures in $M),KLAC,882.642,631.29,672.284,587.897
Total non-current liabilities(figures in $M),KLAC,8326.915,4792.255,4899.164,4562.337
Total liabilities(figures in $M),KLAC,11197.998,6895.482,6598.95,6330.823
Common stock(figures in $M),KLAC,1061.94,2175.988,2090.268,2017.312
Retained earnings(figures in $M),KLAC,366.882,1277.123,654.93,714.825
Accumulated other comprehensive income(figures in $M),KLAC,-27.471,-75.557,-79.774,-73.029
Total stockholders' equity(figures in $M),KLAC,1401.351,3377.554,2665.424,2659.108
Total liabilities and stockholders' equity(figures in $M),KLAC,12597.088,10271.124,9279.96,9008.516
