,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),BBY,1874.0,2936.0,5494.0,2229.0
Total cash(figures in $M),BBY,1874.0,2936.0,5494.0,2229.0
Net receivables(figures in $M),BBY,1141.0,1042.0,1061.0,1149.0
Inventory(figures in $M),BBY,5140.0,5965.0,5612.0,5174.0
Other current assets(figures in $M),BBY,647.0,596.0,373.0,305.0
Total current assets(figures in $M),BBY,8802.0,10539.0,12540.0,8857.0
"Gross property, plant and equipment(figures in $M)",BBY,5098.0,4904.0,4872.0,5037.0
Accumulated depreciation(figures in $M),BBY,-4624.0,-6091.0,-6996.0,-6900.0
"Net property, plant and equipment(figures in $M)",BBY,5098.0,4904.0,4872.0,5037.0
Goodwill(figures in $M),BBY,1383.0,1384.0,986.0,984.0
Intangible assets(figures in $M),BBY,189.0,275.0,301.0,363.0
Other long-term assets(figures in $M),BBY,520.0,677.0,669.0,713.0
Total non-current assets(figures in $M),BBY,7001.0,6965.0,6527.0,6734.0
Total assets(figures in $M),BBY,15803.0,17504.0,19067.0,15591.0
Current debt(figures in $M),BBY,16.0,13.0,124.0,14.0
Accounts payable(figures in $M),BBY,5687.0,6803.0,6979.0,5288.0
Accrued liabilities(figures in $M),BBY,843.0,946.0,972.0,906.0
Deferred revenues(figures in $M),BBY,1390.0,1419.0,1028.0,782.0
Total current liabilities(figures in $M),BBY,8979.0,10674.0,10521.0,8060.0
Long-term debt(figures in $M),BBY,1160.0,1216.0,1253.0,1257.0
Other long-term liabilities(figures in $M),BBY,705.0,533.0,694.0,657.0
Total non-current liabilities(figures in $M),BBY,4029.0,3810.0,3959.0,4052.0
Total liabilities(figures in $M),BBY,13008.0,14484.0,14480.0,12112.0
Common stock(figures in $M),BBY,22.0,23.0,26.0,26.0
Retained earnings(figures in $M),BBY,2430.0,2668.0,4233.0,3158.0
Accumulated other comprehensive income(figures in $M),BBY,322.0,329.0,328.0,295.0
Total stockholders' equity(figures in $M),BBY,2795.0,3020.0,4587.0,3479.0
Total liabilities and stockholders' equity(figures in $M),BBY,15803.0,17504.0,19067.0,15591.0
