,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),SLM,28811.029,29221.899,30770.423,32686.479
Total liabilities(figures in $M),SLM,27084.059,27072.188,28207.588,29374.643
Common stock(figures in $M),SLM,338.095,337.473,342.416,490.72
Retained earnings(figures in $M),SLM,3163.64,2817.134,1722.365,1850.512
Accumulated other comprehensive income(figures in $M),SLM,-93.87,-17.897,-34.2,-12.367
Total stockholders' equity(figures in $M),SLM,1726.97,2149.711,2562.835,3311.836
Total liabilities and stockholders' equity(figures in $M),SLM,28811.029,29221.899,30770.423,32686.479
