,headline,final_score,datetime
1,Q1 2023 Aurora Innovation Inc Earnings Call,86,2023-05-04 03:30:05
2,"Paccar Inc. stock falls Thursday, underperforms market",90,2023-05-03 21:18:00
4,PACCAR: Strong Earnings Momentum For FY23 Could Continue Into FY24,86,2023-05-03 02:22:16
5,"Paccar Inc. stock falls Wednesday, underperforms market",90,2023-05-02 21:18:00
6,Unusual Put Option Trade in Paccar (PCAR)  Worth $308.72K,86,2023-05-02 17:21:08
7,Argus Research Downgrades Paccar (PCAR),86,2023-05-02 16:10:43
8,PACCAR and Toyota Expand Hydrogen Fuel Cell Truck Collaboration to Include Commercialization,57,2023-05-02 11:30:00
9,"Paccar, Toyota to Expand Joint Efforts to Produce Hydrogen Fuel Cell Trucks",86,2023-05-02 07:49:00
11,Is PACCAR (PCAR) a Great Value Stock Right Now?,86,2023-05-02 06:40:01
12,Why Paccar (PCAR) is a Top Value Stock for the Long-Term,86,2023-05-02 06:40:01
13,"Zacks.com featured highlights Boyd Gaming, PACCAR, Meta Platforms, PulteGroup and Life Time Group",57,2023-05-02 01:38:08
14,PACCAR stock slips as Argus cuts to Hold on macro concerns,86,2023-05-02 01:06:00
15,Paccar cut to Hold at Argus on impact of slowing economy on trucking industry,86,2023-05-01 23:35:00
16,Paccar downgraded to Hold from Buy at Argus,86,2023-05-01 23:29:00
17,PACCAR Inc (NASDAQ:PCAR) Q1 2023 Earnings Call Transcript,90,2023-05-01 21:19:21
18,"Paccar Inc. stock falls Tuesday, underperforms market",90,2023-05-01 21:17:00
19,"Paccar, Toyota expand hydrogen fuel cell truck collaboration",86,2023-05-01 18:33:00
21,"Paccar Inc. stock rises Monday, outperforms market",90,2023-05-01 10:16:00
25,"Paccar Inc. stock rises Friday, outperforms market",90,2023-04-28 10:16:00
27,Paccar (PCAR) Declares $0.25 Dividend,86,2023-04-27 15:46:29
28,BMO Capital Maintains Paccar (PCAR) Market Perform Recommendation,86,2023-04-27 14:38:58
29,Citigroup Maintains Paccar (PCAR) Neutral Recommendation,86,2023-04-27 14:38:56
30,"Paccar Inc. stock rises Thursday, still underperforms market",90,2023-04-27 10:18:00
32,Paccar price target raised to $81.50 from $60 at BMO Capital,86,2023-04-27 00:27:00
33,BMO Capital Sticks to Their Hold Rating for Paccar (PCAR),86,2023-04-26 23:06:00
34,Citigroup Keeps Their Hold Rating on Paccar (PCAR),86,2023-04-26 20:25:00
35,Goldman Sachs Maintains Paccar (PCAR) Neutral Recommendation,86,2023-04-26 14:36:02
36,Morgan Stanley Maintains Paccar (PCAR) Overweight Recommendation,86,2023-04-26 14:36:00
37,Credit Suisse Maintains Paccar (PCAR) Neutral Recommendation,86,2023-04-26 14:36:00
38,PACCAR (PCAR) Q1 Earnings Beat Estimates on Record Revenues,86,2023-04-26 06:02:01
39,PACCAR declares $0.25 dividend,86,2023-04-26 00:46:00
40,Paccar (PCAR) Gets a Sell from Bank of America Securities,86,2023-04-25 23:35:00
41,Q1 2023 Paccar Inc Earnings Call,90,2023-04-25 23:24:56
42,Paccar price target raised to $84 from $75 at Credit Suisse,86,2023-04-25 22:41:00
43,PACCAR Declares Regular Quarterly Cash Dividend,86,2023-04-25 13:30:00
44,PACCAR Inc (PCAR) Q1 2023 Earnings Call Transcript,90,2023-04-25 10:46:04
45,"Paccar Inc. stock rises Tuesday, outperforms market",90,2023-04-25 10:16:00
46,PACCAR Inc 2023 Q1 - Results - Earnings Call Presentation,90,2023-04-25 08:03:25
47,Paccar (PCAR) Q1 Earnings: How Key Metrics Compare to Wall Street Estimates,86,2023-04-25 06:30:01
48,Paccar (PCAR) Q1 Earnings and Revenues Top Estimates,86,2023-04-25 06:15:01
49,"PACCAR overtakes analyst estimates on trucks, aftermarket parts demand",86,2023-04-25 06:00:13
50,PACCAR Achieves Excellent Financial Performance,86,2023-04-25 05:00:00
51,Cowen & Co. Reaffirms Their Hold Rating on Paccar (PCAR),86,2023-04-25 04:45:00
52,Paccar hails investment policy on revenue and income uplift in quarter,86,2023-04-25 03:13:00
53,Paccar sees Q2 margins 18%-19%,86,2023-04-25 03:10:00
54,"Paccar 1Q Profit, Revenue Rise on Strong Truck Demand",86,2023-04-25 01:21:00
55,Paccar: Q1 Earnings Snapshot,86,2023-04-25 01:07:00
56,PACCAR gains after knocking out record revenue in Q1,86,2023-04-25 00:57:00
57,Paccar sees FY23 CapEx $600M-$650M,86,2023-04-25 00:14:00
58,Paccar sees European truck industry registrations 16-ton+ market 280-320K units,86,2023-04-25 00:12:00
59,Paccar sees FY23 U.S./Canada Class 8 truck industry retail sales 280K-320K units,86,2023-04-25 00:10:00
60,"PACCAR Non-GAAP EPS of $2.25 beats by $0.42, revenue of $8.47B beats by $660M",86,2023-04-25 00:05:00
61,"Paccar reports Q1 EPS $2.25, consensus $1.81",86,2023-04-25 00:05:00
62,"Analysts Are Neutral on Top Industrial Goods Stocks: 3M (MMM), Paccar (PCAR)",86,2023-04-24 23:01:00
63,PACCAR Q1 2023 Earnings Preview,86,2023-04-24 05:09:00
65,Paccar (PCAR) Outpaces Stock Market Gains: What You Should Know,86,2023-04-21 15:15:10
66,Will Paccar (PCAR) Beat Estimates Again in Its Next Earnings Report?,86,2023-04-21 09:10:04
68,"Paccar Inc. stock falls Thursday, still outperforms market",90,2023-04-20 10:16:00
70,Here is Why Growth Investors Should Buy Paccar (PCAR) Now,86,2023-04-19 09:45:04
71,Paccar: Slightly Expensive If Margins Don't Improve Significantly,86,2023-04-19 04:03:13
72,Paccar: Slightly Expensive If Margins Don`t Improve Significantly,86,2023-04-19 03:06:00
73,PACCAR (PCAR) to Report Q1 Earnings: What's in the Cards?,86,2023-04-18 08:34:03
74,Paccar (PCAR) Reports Next Week: Wall Street Expects Earnings Growth,86,2023-04-18 07:01:02
75,What Makes PACCAR (PCAR) a Good Investment Bet?,86,2023-04-18 03:38:34
77,Deutsche Bank Maintains PACCAR (PCAR) Hold Recommendation,86,2023-04-12 14:11:36
78,"Paccar Inc. stock rises Wednesday, outperforms market",90,2023-04-12 10:15:00
79,PCAR vs. FOXF: Which Stock Is the Better Value Option?,60,2023-04-12 08:40:03
80,Should Value Investors Buy PACCAR (PCAR) Stock?,86,2023-04-12 06:40:01
82,Paccar price target raised to $72 from $70 at Deutsche Bank,86,2023-04-11 21:38:00
84,Paccar (PCAR) Gains But Lags Market: What You Should Know,86,2023-04-06 15:15:10
87,"Paccar Inc. stock falls Monday, underperforms market",90,2023-04-03 10:15:00
88,Looking for a Growth Stock? 3 Reasons Why Paccar (PCAR) is a Solid Choice,86,2023-04-03 09:45:04
90,"Paccar Inc. stock rises Friday, still underperforms market",90,2023-03-31 10:19:00
91,PACCAR (PCAR) Makes Equity Investment in Platform Science,86,2023-03-31 10:06:05
93,PACCAR and Platform Science Announce Strategic Equity Investment,86,2023-03-30 09:00:00
94,"Paccar, Platform Science announce strategic equity investment",86,2023-03-30 04:01:00
95,PACCAR makes a small investment in Platform Science,86,2023-03-29 18:58:00
96,"Paccar Inc. stock rises Wednesday, still underperforms market",90,2023-03-29 10:16:00
97,PACCAR Recognizes Top Performing Suppliers in North America,86,2023-03-29 09:00:00
99,PCAR or FOXF: Which Is the Better Value Stock Right Now?,60,2023-03-27 08:40:03
100,Are Investors Undervaluing PACCAR (PCAR) Right Now?,86,2023-03-27 06:40:01
101,Oshkosh: Parts In Search Of A Cohesive Whole,54,2023-03-23 06:39:23
102,Paccar (PCAR) Stock Moves -1.54%: What You Should Know,86,2023-03-22 15:00:10
103,"Paccar Inc. stock falls Wednesday, still outperforms market",90,2023-03-22 10:16:00
