,ticker,sentiment
2023-04-05 10:08:00,MDT,-0.2584
2023-04-05 21:03:00,MDT,0.1779
2023-04-06 03:00:00,MDT,0.4019
2023-04-06 03:10:00,MDT,0.3818
2023-04-06 04:57:00,MDT,0.6486
2023-04-06 05:32:00,MDT,0.3818
2023-04-06 07:00:29,MDT,0.4588
2023-04-06 09:55:04,MDT,0.2023
2023-04-06 12:21:11,MDT,-0.4019
2023-04-06 14:50:09,MDT,-0.3716
2023-04-06 16:09:25,MDT,0.7184
2023-04-06 17:56:14,MDT,0.6486
2023-04-06 20:05:00,MDT,0.6369
2023-04-07 00:16:00,MDT,0.1027
2023-04-07 02:00:00,MDT,0.6249
2023-04-07 05:15:00,MDT,0.1027
2023-04-07 05:40:00,MDT,0.2023
2023-04-08 20:20:02,MDT,0.7096
2023-04-10 03:00:00,MDT,-0.128
2023-04-10 05:01:40,MDT,0.6369
2023-04-11 05:56:55,MDT,-0.4215
2023-04-12 04:00:00,MDT,0.5267
2023-04-12 05:45:00,MDT,0.3818
2023-04-12 10:45:00,MDT,0.3818
2023-04-12 14:37:28,MDT,0.2263
2023-04-16 04:00:42,MDT,-0.7579
2023-04-16 22:05:00,MDT,0.296
2023-04-17 01:20:00,MDT,-0.128
2023-04-17 01:30:00,MDT,-0.2263
2023-04-17 04:42:00,MDT,0.7184
2023-04-18 14:50:09,MDT,0.34
2023-04-18 15:30:01,MDT,0.2023
2023-04-19 03:09:00,MDT,-0.3182
2023-04-19 10:09:00,MDT,0.5106
2023-04-20 04:00:23,MDT,0.5574
2023-04-20 05:30:00,MDT,-0.2023
2023-04-20 19:26:00,MDT,0.4019
2023-04-20 19:28:00,MDT,0.4019
2023-04-20 19:32:00,MDT,0.4019
2023-04-20 21:46:00,MDT,0.7783
2023-04-21 13:58:00,MDT,0.4019
2023-04-23 19:30:00,MDT,0.7184
2023-04-23 20:28:00,MDT,-0.296
2023-04-23 21:33:00,MDT,-0.128
2023-04-23 22:47:00,MDT,0.4767
2023-04-23 23:13:52,MDT,0.4767
2023-04-23 23:43:00,MDT,-0.128
2023-04-24 00:49:00,MDT,0.7717
2023-04-24 00:55:00,MDT,-0.3612
2023-04-24 01:08:00,MDT,0.1531
2023-04-24 01:16:00,MDT,0.0258
2023-04-24 01:24:00,MDT,0.7717
2023-04-24 01:40:00,MDT,0.4576
2023-04-24 02:15:00,MDT,-0.128
2023-04-24 02:16:00,MDT,0.2023
2023-04-24 04:01:00,MDT,-0.296
2023-04-24 05:34:22,MDT,0.25
2023-04-24 05:38:00,MDT,0.34
2023-04-24 06:38:21,MDT,0.5267
2023-04-24 09:17:38,MDT,0.296
2023-04-24 20:34:00,MDT,-0.34
2023-04-24 20:54:00,MDT,-0.34
2023-04-25 09:57:07,MDT,-0.2263
2023-04-25 10:47:05,MDT,0.3182
2023-04-25 11:14:00,MDT,0.2732
2023-04-25 13:30:00,MDT,-0.1779
2023-04-26 05:45:19,MDT,0.6369
2023-04-26 10:09:00,MDT,0.5106
2023-04-27 02:55:00,MDT,0.4019
2023-04-27 04:00:13,MDT,-0.1326
2023-04-27 19:43:00,MDT,0.2023
2023-04-28 00:59:00,MDT,0.6369
2023-04-28 02:30:00,MDT,0.4404
2023-04-29 19:29:58,MDT,-0.4215
2023-04-30 19:23:00,MDT,0.296
2023-05-01 01:34:00,MDT,0.4767
2023-05-01 01:57:00,MDT,0.7845
2023-05-01 03:39:00,MDT,0.4767
2023-05-01 06:32:00,MDT,0.4767
2023-05-01 07:36:41,MDT,0.296
2023-05-01 13:12:05,MDT,0.4019
2023-05-01 16:53:08,MDT,0.4019
2023-05-02 07:15:00,MDT,-0.5346
2023-05-02 10:09:00,MDT,0.3089
2023-05-02 12:45:00,MDT,0.5859
2023-05-03 05:00:26,MDT,-0.3612
2023-05-03 10:15:00,MDT,0.2023
2023-05-04 02:30:00,MDT,0.2023
