,headline,final_score,datetime
0,"Masco Corp. stock falls Thursday, underperforms market",86,2023-05-04 10:09:00
1,Masco Corp. stock outperforms market on strong trading day,86,2023-05-03 10:09:00
3,"Masco Corp. stock falls Tuesday, still outperforms market",86,2023-05-02 10:08:00
4,Masimo Falls after Mistrial Verdict in AAPL Case,60,2023-05-02 01:02:00
5,"Masco Corp. stock falls Monday, underperforms market",86,2023-05-01 10:08:00
6,Should You Be Adding Masco (NYSE:MAS) To Your Watchlist Today?,86,2023-05-01 06:23:40
9,Jefferies Upgrades Masco (MAS),86,2023-04-28 12:29:47
10,"Masco Corp. stock rises Friday, outperforms market",86,2023-04-28 10:08:00
12,Masco upgraded to Buy at Jefferies ahead of `catch up trade`,86,2023-04-27 23:55:00
14,Masco upgraded to Buy from Hold at Jefferies,86,2023-04-27 21:07:00
16,RBC Capital Maintains Masco (MAS) Outperform Recommendation,86,2023-04-27 20:03:41
17,Barclays Maintains Masco (MAS) Overweight Recommendation,86,2023-04-27 20:03:41
18,"Masco, Fortune Brands upgraded to Buy at Jefferies",86,2023-04-27 19:56:00
19,Masco price target raised to $57 from $56 at Deutsche Bank,86,2023-04-27 01:27:00
20,Robert W. Baird Keeps Their Buy Rating on Masco (MAS),86,2023-04-27 00:45:00
21,Analysts Have Conflicting Sentiments on These Industrial Goods Companies: Masco (MAS) and Enovix (ENVX),86,2023-04-26 23:50:00
22,Masco price target raised to $64 from $62 at Barclays,86,2023-04-26 21:37:00
23,Q1 2023 Masco Corp Earnings Call,86,2023-04-26 21:19:11
24,"Masco (MAS) Q1 Earnings & Net Sales Beat Estimates, Stock Up",86,2023-04-26 09:52:04
25,Masco (MAS) Q1 Earnings: Taking a Look at Key Metrics Versus Estimates,86,2023-04-26 06:30:01
26,Masco Corporation (MAS) Q1 2023 Earnings Call Transcript,86,2023-04-26 06:21:12
27,Masco (MAS) Beats Q1 Earnings and Revenue Estimates,86,2023-04-26 05:15:12
28,Masco Corporation Reports First Quarter 2023 Results,86,2023-04-26 04:00:00
29,Masco Shares Rise 6% on Strong 1Q Results,86,2023-04-26 03:52:00
31,Masco Corporation 2023 Q1 - Results - Earnings Call Presentation,86,2023-04-26 00:55:21
32,Masco: Q1 Earnings Snapshot,86,2023-04-26 00:06:00
33,"Masco Non-GAAP EPS of $0.87 beats by $0.24, revenue of $1.98B beats by $70M, appoints interim CFO",86,2023-04-25 23:12:00
34,Masco says David Chaika to serve as interim CFO upon retirement of Sznewajs,86,2023-04-25 23:06:00
35,"Masco reports Q1 EPS 87c, consensus 63c",86,2023-04-25 23:04:00
36,Analysts Offer Insights on Industrial Goods Companies: Dover (DOV) and Masco (MAS),86,2023-04-25 21:11:00
37,Masco Q1 2023 Earnings Preview,86,2023-04-25 05:31:00
39,"Masco Corp. stock rises Monday, outperforms market",86,2023-04-24 10:09:00
40,Masco (MAS) to Report Q1 Earnings: Here's What to Expect,86,2023-04-24 08:08:03
42,Masco Corp. stock underperforms Friday when compared to competitors,86,2023-04-21 10:08:00
44,"Masco Corp. stock rises Thursday, outperforms market",86,2023-04-20 10:08:00
45,Arcosa (ACA) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,51,2023-04-20 07:03:02
46,Masco Breaks Above 200-Day Moving Average - Bullish for MAS,86,2023-04-20 03:01:00
47,Interesting MAS Put And Call Options For June 16th,60,2023-04-20 03:01:00
48,B of A Securities Maintains Masco (MAS) Underperform Recommendation,86,2023-04-19 23:17:07
49,Masco Corp. stock outperforms competitors on strong trading day,86,2023-04-19 10:08:00
50,Earnings Preview: Masco (MAS) Q1 Earnings Expected to Decline,86,2023-04-19 07:01:02
51,Masco price target lowered to $48 from $49 at BofA,86,2023-04-19 00:48:00
52,"Masco Corp. stock rises Tuesday, outperforms market",86,2023-04-18 10:08:00
53,TopBuild Corp. Is A Value Buy Despite Near-Term Challenges,86,2023-04-16 04:14:04
54,Unusual Call Option Trade in Masco (MAS)  Worth $68.72K,86,2023-04-14 14:28:43
55,Masco Corp. stock outperforms competitors despite losses on the day,86,2023-04-14 10:08:00
56,Here's Why Masco (MAS) Will Likely Outpace Industry This Year,86,2023-04-14 09:45:04
58,"Masco Corp. stock rises Thursday, still underperforms market",86,2023-04-13 10:08:00
63,Masco: Dawn Of The Slow Growth Era,86,2023-04-06 15:37:20
64,Masco Corp. stock underperforms Wednesday when compared to competitors,86,2023-04-05 10:08:00
66,Masco Corp. stock underperforms Tuesday when compared to competitors,86,2023-04-04 10:08:00
71,Masco Corp. stock underperforms Wednesday when compared to competitors despite daily gains,86,2023-03-29 10:08:00
72,Masco Corporation Announces Date for Earnings Release and Conference Call for 2023 First Quarter,86,2023-03-28 06:00:00
73,"Masco (NYSE:MAS) sheds 4.1% this week, as yearly returns fall more in line with earnings growth",86,2023-03-27 12:58:03
75,Masco Corp. stock underperforms Thursday when compared to competitors,86,2023-03-22 21:10:00
77,"Masco Corp. stock falls Wednesday, underperforms market",86,2023-03-15 10:08:00
78,"Masco Corp. stock rises Tuesday, still underperforms market",86,2023-03-14 10:09:00
83,Analyst Favorites With Strong Buyback Activity: Masco Ranks As a Top Pick,86,2023-03-07 17:23:00
84,Masco's (MAS) Long-Term View Looks Good Despite Low Demand,86,2023-03-07 06:45:02
