,headline,final_score,datetime
0,Valero Energy Corp. stock underperforms Thursday when compared to competitors,86,2023-05-04 10:31:00
1,Norway oil fund to back climate resolution at refiner Valero's AGM,86,2023-05-04 09:55:04
3,Valero Energy Corp. stock underperforms Wednesday when compared to competitors,86,2023-05-03 10:31:00
6,The 7 Most Undervalued Energy Stocks to Buy in May 2023,86,2023-05-02 19:41:00
7,"Valero Energy Corp. stock falls Tuesday, underperforms market",86,2023-05-02 10:30:00
9,Valero Energy Corp. stock outperforms market on strong trading day,86,2023-05-01 10:29:00
10,Here is What to Know Beyond Why Valero Energy Corporation (VLO) is a Trending Stock,86,2023-05-01 06:00:01
12,Will Weakness in Valero Energy Corporation's (NYSE:VLO) Stock Prove Temporary Given Strong Fundamentals?,86,2023-04-30 05:00:40
15,Wells Fargo Maintains Valero Energy (VLO) Equal-Weight Recommendation,86,2023-04-28 12:58:30
16,Raymond James Maintains Valero Energy (VLO) Strong Buy Recommendation,86,2023-04-28 12:58:30
17,"Valero Energy Corp. stock rises Friday, still underperforms market",86,2023-04-28 10:29:00
18,"Energy Boosted by Exxon, Chevron Earnings -- Energy Roundup",86,2023-04-28 09:48:00
19,VLO Crosses Critical Technical Indicator,60,2023-04-28 03:25:00
20,Interesting VLO Put And Call Options For December 2025,60,2023-04-28 02:51:00
21,Q1 2023 Valero Energy Corp Earnings Call,86,2023-04-28 01:06:47
22,Raymond James Remains a Buy on Valero Energy (VLO),86,2023-04-28 00:36:00
23,Valero price target lowered to $151 from $159 at RBC Capital,86,2023-04-27 23:12:00
24,Valero price target lowered to $126 from $135 at Wells Fargo,86,2023-04-27 23:01:00
25,Valero Energy (VLO) Receives a Buy from Morgan Stanley,86,2023-04-27 21:45:00
26,Barclays Remains a Buy on Valero Energy (VLO),86,2023-04-27 20:26:00
28,"Oil prices rebound following Wednesday sell-off, energy sector M&A activity",86,2023-04-27 13:12:20
29,Energy Rebounds as Oil Pares Recent Losses -- Energy Roundup,86,2023-04-27 09:43:00
30,UPDATE 1-Valero says refineries to operate at 90% to 93% of capacity in Q2,86,2023-04-27 08:42:43
31,Valero kicks off US refiners' earnings with Q1 profit beat on robust margins,86,2023-04-27 08:38:07
32,Valero (VLO) Q1 Earnings Beat on Higher Refinery Throughput,86,2023-04-27 08:12:03
33,"Valero Q1 Earnings Top Estimates, Repurchased $1.5B Worth Shares",86,2023-04-27 07:48:56
34,Valero Energy Corp (VLO) Q1 2023 Earnings Call Transcript,86,2023-04-27 06:33:02
35,Valero Energy (VLO) Q1 Earnings and Revenues Top Estimates,86,2023-04-27 04:55:11
36,"Valero says refineries to operate 90%-93% of capacity in Q2, below year-ago",86,2023-04-27 04:48:00
37,Valero kicks off US refiner's earnings with quarterly profit beat,86,2023-04-27 03:32:52
38,Valero Energy Reports First Quarter 2023 Results,86,2023-04-27 03:30:00
