,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),OXY,984.0,2764.0,2008.0,3032.0
Total cash(figures in $M),OXY,984.0,2764.0,2008.0,3032.0
Net receivables(figures in $M),OXY,4281.0,4208.0,2115.0,6373.0
Inventory(figures in $M),OXY,2059.0,1846.0,1898.0,1447.0
Other current assets(figures in $M),OXY,1562.0,1297.0,1195.0,1323.0
Total current assets(figures in $M),OXY,8886.0,10211.0,8819.0,18681.0
"Gross property, plant and equipment(figures in $M)",OXY,121637.0,118883.0,120026.0,123732.0
Accumulated depreciation(figures in $M),OXY,-62350.0,-58227.0,-53075.0,-41878.0
"Net property, plant and equipment(figures in $M)",OXY,59287.0,60656.0,66951.0,81854.0
Equity and other investments(figures in $M),OXY,3176.0,2938.0,3250.0,6389.0
Goodwill(figures in $M),OXY,0.0,0.0,0.0,0.0
Total non-current assets(figures in $M),OXY,63723.0,64825.0,71245.0,90649.0
Total assets(figures in $M),OXY,72609.0,75036.0,80064.0,109330.0
Current debt(figures in $M),OXY,165.0,186.0,440.0,51.0
Accounts payable(figures in $M),OXY,4029.0,3899.0,2987.0,7017.0
Taxes payable(figures in $M),OXY,0.0,0.0,0.0,0.0
Accrued liabilities(figures in $M),OXY,3290.0,4046.0,3570.0,5302.0
Other current liabilities(figures in $M),OXY,0.0,7.0,753.0,2010.0
Total current liabilities(figures in $M),OXY,7757.0,8324.0,8223.0,14949.0
Long-term debt(figures in $M),OXY,19670.0,29431.0,35745.0,38537.0
Deferred tax liabilities(figures in $M),OXY,5512.0,7039.0,7113.0,9717.0
Other long-term liabilities(figures in $M),OXY,3332.0,3159.0,3001.0,3814.0
Total non-current liabilities(figures in $M),OXY,34767.0,46385.0,53268.0,60149.0
Total liabilities(figures in $M),OXY,42524.0,54709.0,61491.0,75098.0
Common stock(figures in $M),OXY,9982.0,9979.0,9978.0,9971.0
Retained earnings(figures in $M),OXY,16499.0,4480.0,2996.0,20180.0
Accumulated other comprehensive income(figures in $M),OXY,195.0,-208.0,-288.0,-221.0
Total stockholders' equity(figures in $M),OXY,30085.0,20327.0,18573.0,34232.0
Total liabilities and stockholders' equity(figures in $M),OXY,72609.0,75036.0,80064.0,109330.0
