,headline,final_score,datetime
0,Realty Income And Simon Property Group: Graham Numbers Say It's REIT Time,86,2023-05-05 06:09:45
1,Simon Property's Q1 Delivers Again,65,2023-05-04 11:50:45
2,Simon Property Group (SPG) Declares $1.85 Dividend,86,2023-05-04 11:01:52
3,Simon Property Group Inc. stock outperforms market on strong trading day,86,2023-05-04 10:25:00
5,"Analysts Conflicted on These Financial Names: Simon Property (SPG), National Australia Bank Limited (OtherNAUBF) and Lemonade (LMND)",86,2023-05-03 22:31:00
6,"Simon Property Group Inc. stock falls Wednesday, underperforms market",86,2023-05-03 10:25:00
7,Stifel Maintains Simon Property Group (SPG) Buy Recommendation,86,2023-05-03 08:11:22
8,Q1 2023 Simon Property Group Inc Earnings Call,86,2023-05-03 06:22:19
9,"Simon Property (SPG) Misses on Q1 FFO, Raises '23 Outlook",86,2023-05-03 05:30:12
11,Simon Property price target lowered to $129.50 from $135 at Stifel,86,2023-05-02 23:24:00
12,Simon Property Group (SPG) Q1 2023 Earnings Call Transcript,86,2023-05-02 19:30:23
13,Simon Property revenue beats on strong leasing demand,86,2023-05-02 14:32:44
14,Simon Property (SPG) Q1 FFO Miss Estimates,86,2023-05-02 14:25:09
15,"Simon Property Group, Inc. (SPG) Q1 2023 Earnings Call Transcript",86,2023-05-02 14:01:04
16,Simon® Reports First Quarter 2023 Results and Increases Full Year 2023 Guidance and Raises Quarterly Dividend,86,2023-05-02 13:05:00
17,Simon Property Group Inc. stock outperforms competitors despite losses on the day,86,2023-05-02 10:24:00
18,Simon Property: Q1 Earnings Snapshot,65,2023-05-02 09:25:00
19,BMO Capital Remains a Hold on Simon Property (SPG),86,2023-05-01 22:45:00
20,"Simon Property boosts dividend, guidance after Q1 earnings show Y/Y growth",86,2023-05-01 20:23:00
21,Simon Property raises quarterly common stock dividend 15c to $1.85 per share,86,2023-05-01 20:18:00
22,Simon Property raises FY23 FFO view to $11.80-$11.95 from $11.70-$11.95,86,2023-05-01 20:15:00
23,"Simon Property reports Q1 FFO $2.74, consensus $2.80",86,2023-05-01 20:14:00
24,"Simon Property FFO of $2.74 misses by $0.07, revenue of $1.35B beats by $80M",86,2023-05-01 20:12:00
25,Simon Property options imply 3.1% move in share price post-earnings,86,2023-05-01 19:11:00
26,"Simon Property Group Inc. stock rises Monday, outperforms market",86,2023-05-01 10:23:00
27,"Simon Property likely to post higher Q1 earnings on strong occupancy, leasing spreads",86,2023-05-01 05:49:00
29,Is a Beat in Store for Simon Property (SPG) in Q1 Earnings?,86,2023-04-28 07:40:02
30,Bullish Two Hundred Day Moving Average Cross - SPG,60,2023-04-28 02:56:00
