,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),TRV,115717.0,120466.0,116764.0,110122.0
Total liabilities(figures in $M),TRV,94157.0,91579.0,87563.0,84179.0
Common stock(figures in $M),TRV,24565.0,24154.0,23743.0,23469.0
Retained earnings(figures in $M),TRV,43516.0,41555.0,38771.0,36977.0
Accumulated other comprehensive income(figures in $M),TRV,-6445.0,1193.0,2502.0,640.0
Total stockholders' equity(figures in $M),TRV,21560.0,28887.0,29201.0,25943.0
Total liabilities and stockholders' equity(figures in $M),TRV,115717.0,120466.0,116764.0,110122.0
