,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),D,153.0,283.0,172.0,166.0
Total cash(figures in $M),D,153.0,283.0,172.0,166.0
Net receivables(figures in $M),D,2952.0,2219.0,2295.0,2278.0
Inventory(figures in $M),D,1729.0,1631.0,1550.0,1742.0
Other current assets(figures in $M),D,2555.0,1756.0,866.0,1207.0
Total current assets(figures in $M),D,9850.0,7269.0,6886.0,6088.0
"Gross property, plant and equipment(figures in $M)",D,91202.0,86503.0,82959.0,97466.0
Accumulated depreciation(figures in $M),D,-27742.0,-26729.0,-25111.0,-28384.0
"Net property, plant and equipment(figures in $M)",D,63460.0,59774.0,57848.0,69082.0
Equity and other investments(figures in $M),D,9359.0,11276.0,10238.0,8217.0
Goodwill(figures in $M),D,7295.0,7405.0,7381.0,8946.0
Intangible assets(figures in $M),D,868.0,784.0,765.0,791.0
Other long-term assets(figures in $M),D,1500.0,2129.0,1950.0,1304.0
Total non-current assets(figures in $M),D,94393.0,92321.0,89019.0,97735.0
Total assets(figures in $M),D,104243.0,99590.0,95905.0,103823.0
Current debt(figures in $M),D,6764.0,3155.0,3057.0,4073.0
Accounts payable(figures in $M),D,1825.0,1197.0,944.0,1115.0
Accrued liabilities(figures in $M),D,1199.0,1169.0,1133.0,1323.0
Other current liabilities(figures in $M),D,3662.0,3152.0,5501.0,2732.0
Total current liabilities(figures in $M),D,13450.0,8673.0,10843.0,9939.0
Long-term debt(figures in $M),D,38914.0,37426.0,33957.0,33719.0
Deferred tax liabilities(figures in $M),D,6698.0,6658.0,5953.0,6277.0
Other long-term liabilities(figures in $M),D,1359.0,1485.0,1394.0,1517.0
Total non-current liabilities(figures in $M),D,62912.0,63609.0,58601.0,59851.0
Total liabilities(figures in $M),D,76362.0,72282.0,69444.0,69790.0
Common stock(figures in $M),D,25388.0,23393.0,23645.0,26211.0
Retained earnings(figures in $M),D,4065.0,5373.0,4189.0,7576.0
Accumulated other comprehensive income(figures in $M),D,-1572.0,-1458.0,-1717.0,-1793.0
Total stockholders' equity(figures in $M),D,27881.0,27308.0,26117.0,31994.0
Total liabilities and stockholders' equity(figures in $M),D,104243.0,99590.0,95905.0,103823.0
