,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),GD,1242.0,1603.0,2824.0,902.0
Total cash(figures in $M),GD,1242.0,1603.0,2824.0,902.0
Net receivables(figures in $M),GD,3008.0,3041.0,3161.0,3544.0
Inventory(figures in $M),GD,6322.0,5340.0,5745.0,6306.0
Other current assets(figures in $M),GD,1696.0,1505.0,1789.0,1171.0
Total current assets(figures in $M),GD,21063.0,19987.0,21543.0,19780.0
"Gross property, plant and equipment(figures in $M)",GD,12292.0,11464.0,10714.0,9761.0
Accumulated depreciation(figures in $M),GD,-6392.0,-6047.0,-5614.0,-5286.0
"Net property, plant and equipment(figures in $M)",GD,5900.0,5417.0,5100.0,4475.0
Goodwill(figures in $M),GD,20334.0,20098.0,20053.0,19677.0
Intangible assets(figures in $M),GD,1824.0,1978.0,2117.0,2315.0
Other long-term assets(figures in $M),GD,2464.0,2593.0,2495.0,2594.0
Total non-current assets(figures in $M),GD,30522.0,30086.0,29765.0,29061.0
Total assets(figures in $M),GD,51585.0,50073.0,51308.0,48841.0
Current debt(figures in $M),GD,1253.0,1005.0,3003.0,2920.0
Accounts payable(figures in $M),GD,3398.0,3167.0,2952.0,3162.0
Accrued liabilities(figures in $M),GD,1116.0,1022.0,1007.0,941.0
Deferred revenues(figures in $M),GD,7436.0,6266.0,6276.0,7148.0
Other current liabilities(figures in $M),GD,3254.0,3540.0,3733.0,3571.0
Total current liabilities(figures in $M),GD,15341.0,13978.0,15964.0,16801.0
Long-term debt(figures in $M),GD,9243.0,10490.0,9995.0,9010.0
Deferred tax liabilities(figures in $M),GD,0.0,0.0,461.0,481.0
Deferred revenues(figures in $M),GD,2175.0,1250.0,872.0,709.0
Other long-term liabilities(figures in $M),GD,8433.0,7964.0,9688.0,9453.0
Total non-current liabilities(figures in $M),GD,17676.0,18454.0,19683.0,18463.0
Total liabilities(figures in $M),GD,33017.0,32432.0,35647.0,35264.0
Common stock(figures in $M),GD,482.0,482.0,482.0,482.0
Retained earnings(figures in $M),GD,37403.0,35420.0,33498.0,31633.0
Accumulated other comprehensive income(figures in $M),GD,-2152.0,-1920.0,-3550.0,-4219.0
Total stockholders' equity(figures in $M),GD,18568.0,17641.0,15661.0,13577.0
Total liabilities and stockholders' equity(figures in $M),GD,51585.0,50073.0,51308.0,48841.0
