,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MOS,735.4,769.5,574.0,519.1
Total cash(figures in $M),MOS,735.4,769.5,574.0,519.1
Net receivables(figures in $M),MOS,1699.9,1531.9,881.1,803.9
Inventory(figures in $M),MOS,3543.1,2741.4,1739.2,2076.4
Other current assets(figures in $M),MOS,578.2,282.5,326.9,318.8
Total current assets(figures in $M),MOS,6556.6,5325.3,3521.2,3718.2
"Gross property, plant and equipment(figures in $M)",MOS,21806.1,20833.6,20134.2,19174.1
Accumulated depreciation(figures in $M),MOS,-8944.9,-8238.1,-8106.8,-7292.0
"Net property, plant and equipment(figures in $M)",MOS,12678.7,12475.3,11854.3,11690.0
Equity and other investments(figures in $M),MOS,885.9,691.8,673.1,763.6
Goodwill(figures in $M),MOS,1116.3,1172.2,1173.0,1156.9
Other long-term assets(figures in $M),MOS,1396.2,1374.7,1388.8,1454.4
Total non-current assets(figures in $M),MOS,16829.4,16711.1,16268.6,15580.3
Total assets(figures in $M),MOS,23386.0,22036.4,19789.8,19298.5
Current debt(figures in $M),MOS,1210.2,899.4,504.3,88.8
Accounts payable(figures in $M),MOS,1292.5,1260.7,769.1,680.4
Taxes payable(figures in $M),MOS,208.3,184.3,83.1,33.9
Accrued liabilities(figures in $M),MOS,2279.9,1883.6,1233.1,1081.9
Deferred revenues(figures in $M),MOS,743.9,437.7,287.6,266.9
Other current liabilities(figures in $M),MOS,0.0,81.1,0.0,0.0
Total current liabilities(figures in $M),MOS,5533.8,4787.4,3146.5,2591.7
Long-term debt(figures in $M),MOS,2411.9,3382.2,4073.8,4525.5
Deferred tax liabilities(figures in $M),MOS,1010.1,1016.2,1060.8,1040.7
Other long-term liabilities(figures in $M),MOS,2236.0,2102.1,1753.5,1773.0
Total non-current liabilities(figures in $M),MOS,5658.0,6500.5,6888.1,7339.2
Total liabilities(figures in $M),MOS,11191.8,11287.9,10034.6,9930.9
Common stock(figures in $M),MOS,3.4,3.7,3.8,3.8
Retained earnings(figures in $M),MOS,14203.4,12014.2,10511.0,9921.5
Accumulated other comprehensive income(figures in $M),MOS,-2152.2,-1891.8,-1806.2,-1598.2
Total stockholders' equity(figures in $M),MOS,12054.6,10604.1,9581.4,9185.5
Total liabilities and stockholders' equity(figures in $M),MOS,23386.0,22036.4,19789.8,19298.5
