,ticker,sentiment
2023-04-05 05:29:00,STZ,-0.7865
2023-04-05 19:50:00,STZ,-0.4019
2023-04-05 20:45:00,STZ,-0.296
2023-04-05 21:26:00,STZ,-0.0772
2023-04-05 22:37:00,STZ,0.34
2023-04-05 23:42:00,STZ,0.296
2023-04-05 23:42:00,STZ,-0.2263
2023-04-05 23:46:00,STZ,0.296
2023-04-05 23:50:00,STZ,0.34
2023-04-06 00:30:00,STZ,0.34
2023-04-06 00:46:00,STZ,-0.6908
2023-04-06 01:05:00,STZ,0.5267
2023-04-06 01:23:00,STZ,-0.7034
2023-04-06 03:16:00,STZ,0.3818
2023-04-06 04:12:00,STZ,-0.296
2023-04-06 04:36:00,STZ,0.6124
2023-04-06 04:56:00,STZ,0.4019
2023-04-06 04:57:00,STZ,0.6486
2023-04-06 05:04:00,STZ,0.4019
2023-04-06 05:59:15,STZ,0.4404
2023-04-06 06:32:46,STZ,0.5106
2023-04-06 06:45:38,STZ,0.4215
2023-04-06 08:10:00,STZ,0.0772
2023-04-06 09:25:04,STZ,-0.1531
2023-04-06 10:00:21,STZ,0.296
2023-04-06 17:56:14,STZ,0.6486
2023-04-07 00:10:00,STZ,0.2023
2023-04-08 01:00:00,STZ,0.3612
2023-04-08 20:20:02,STZ,0.7096
2023-04-09 21:31:00,STZ,-0.4019
2023-04-09 21:46:00,STZ,0.296
2023-04-10 06:29:18,STZ,0.296
2023-04-10 07:44:23,STZ,0.6486
2023-04-10 11:31:28,STZ,-0.4019
2023-04-10 20:31:00,STZ,0.2023
2023-04-10 21:45:00,STZ,-0.128
2023-04-11 14:46:16,STZ,-0.3612
2023-04-11 20:30:00,STZ,-0.34
2023-04-12 09:28:00,STZ,-0.6808
2023-04-12 23:31:00,STZ,-0.4404
2023-04-13 01:22:00,STZ,-0.6808
2023-04-14 02:18:00,STZ,0.7003
2023-04-15 07:45:08,STZ,0.34
2023-04-17 11:39:10,STZ,0.1531
2023-04-19 14:23:25,STZ,0.2263
2023-04-20 05:59:12,STZ,0.7964
2023-04-23 08:11:00,STZ,-0.3612
2023-04-26 02:05:00,STZ,0.3818
2023-04-27 13:30:00,STZ,0.4215
2023-04-27 16:48:02,STZ,0.5719
2023-04-28 00:31:00,STZ,-0.3612
2023-04-28 02:01:00,STZ,0.7096
2023-04-28 02:29:00,STZ,-0.296
2023-04-29 23:08:02,STZ,0.7096
2023-05-02 04:38:32,STZ,-0.1027
2023-05-02 10:25:00,STZ,0.3089
2023-05-04 03:17:00,STZ,0.4019
2023-05-04 14:08:42,STZ,0.6369
