,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),JNJ,14127.0,14487.0,13985.0,17305.0
Other short-term investments(figures in $M),JNJ,9392.0,17121.0,11200.0,1982.0
Total cash(figures in $M),JNJ,23519.0,31608.0,25185.0,19287.0
Net receivables(figures in $M),JNJ,16160.0,15283.0,13576.0,14481.0
Inventory(figures in $M),JNJ,12483.0,10387.0,9344.0,9020.0
Total current assets(figures in $M),JNJ,55294.0,60979.0,51237.0,45274.0
"Gross property, plant and equipment(figures in $M)",JNJ,49253.0,47679.0,46804.0,43332.0
Accumulated depreciation(figures in $M),JNJ,-29450.0,-28717.0,-28038.0,-25674.0
"Net property, plant and equipment(figures in $M)",JNJ,19803.0,18962.0,18766.0,17658.0
Goodwill(figures in $M),JNJ,45231.0,35246.0,36393.0,33639.0
Intangible assets(figures in $M),JNJ,48325.0,46392.0,53402.0,47643.0
Other long-term assets(figures in $M),JNJ,9602.0,10216.0,6562.0,5695.0
Total non-current assets(figures in $M),JNJ,132084.0,121039.0,123657.0,112454.0
Total assets(figures in $M),JNJ,187378.0,182018.0,174894.0,157728.0
Current debt(figures in $M),JNJ,12771.0,3766.0,2631.0,1202.0
Accounts payable(figures in $M),JNJ,11703.0,11055.0,9505.0,8544.0
Taxes payable(figures in $M),JNJ,2127.0,1112.0,1392.0,2266.0
Accrued liabilities(figures in $M),JNJ,25873.0,25707.0,25481.0,20598.0
Total current liabilities(figures in $M),JNJ,55802.0,45226.0,42493.0,35964.0
Long-term debt(figures in $M),JNJ,26888.0,29985.0,32635.0,26494.0
Deferred tax liabilities(figures in $M),JNJ,6374.0,7487.0,7214.0,5958.0
Other long-term liabilities(figures in $M),JNJ,10437.0,10686.0,11944.0,11734.0
Total non-current liabilities(figures in $M),JNJ,54772.0,62769.0,69123.0,62293.0
Total liabilities(figures in $M),JNJ,110574.0,107995.0,111616.0,98257.0
Common stock(figures in $M),JNJ,3120.0,3120.0,3120.0,3120.0
Retained earnings(figures in $M),JNJ,128345.0,123060.0,113890.0,110659.0
Accumulated other comprehensive income(figures in $M),JNJ,-12967.0,-13058.0,-15242.0,-15891.0
Total stockholders' equity(figures in $M),JNJ,76804.0,74023.0,63278.0,59471.0
Total liabilities and stockholders' equity(figures in $M),JNJ,187378.0,182018.0,174894.0,157728.0
