,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),HD,2757.0,2343.0,7895.0,2133.0
Total cash(figures in $M),HD,2757.0,2343.0,7895.0,2133.0
Net receivables(figures in $M),HD,3317.0,3426.0,2992.0,2106.0
Inventory(figures in $M),HD,24886.0,22068.0,16627.0,14531.0
Other current assets(figures in $M),HD,1511.0,1218.0,963.0,1040.0
Total current assets(figures in $M),HD,32471.0,29055.0,28477.0,19810.0
"Gross property, plant and equipment(figures in $M)",HD,32572.0,31167.0,30667.0,28365.0
Accumulated depreciation(figures in $M),HD,-26644.0,-26130.0,-24096.0,-22090.0
"Net property, plant and equipment(figures in $M)",HD,32572.0,31167.0,30667.0,28365.0
Goodwill(figures in $M),HD,7444.0,7449.0,7126.0,2254.0
Intangible assets(figures in $M),HD,0.0,3503.0,3612.0,0.0
Other long-term assets(figures in $M),HD,3958.0,4205.0,4311.0,807.0
Total non-current assets(figures in $M),HD,43974.0,42821.0,42104.0,31426.0
Total assets(figures in $M),HD,76445.0,71876.0,70581.0,51236.0
Current debt(figures in $M),HD,1231.0,3482.0,1416.0,2813.0
Accounts payable(figures in $M),HD,11443.0,13462.0,11606.0,7787.0
Taxes payable(figures in $M),HD,50.0,158.0,193.0,55.0
Accrued liabilities(figures in $M),HD,1991.0,2426.0,2463.0,1494.0
Deferred revenues(figures in $M),HD,3064.0,3596.0,2823.0,2116.0
Other current liabilities(figures in $M),HD,7500.0,8493.0,6853.0,5453.0
Total current liabilities(figures in $M),HD,23110.0,28693.0,23166.0,18375.0
Long-term debt(figures in $M),HD,41962.0,36604.0,35822.0,28670.0
Deferred tax liabilities(figures in $M),HD,1019.0,909.0,1131.0,706.0
Other long-term liabilities(figures in $M),HD,3585.0,2922.0,2938.0,2241.0
Total non-current liabilities(figures in $M),HD,51773.0,44879.0,44116.0,35977.0
Total liabilities(figures in $M),HD,74883.0,73572.0,67282.0,54352.0
Common stock(figures in $M),HD,90.0,90.0,89.0,89.0
Retained earnings(figures in $M),HD,76896.0,67580.0,58134.0,51729.0
Accumulated other comprehensive income(figures in $M),HD,-718.0,-704.0,-671.0,-739.0
Total stockholders' equity(figures in $M),HD,1562.0,-1696.0,3299.0,-3116.0
Total liabilities and stockholders' equity(figures in $M),HD,76445.0,71876.0,70581.0,51236.0
