,ticker,sentiment
2023-04-05 23:53:00,JBL,0.2023
2023-04-24 06:10:54,JBL,0.4019
2023-04-24 15:00:10,JBL,0.34
2023-04-28 14:50:09,JBL,-0.3716
2023-05-03 20:08:32,JBL,0.6369
