,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),SWK,395.6,142.3,1381.0,297.7
Total cash(figures in $M),SWK,395.6,142.3,1381.0,297.7
Net receivables(figures in $M),SWK,1231.0,1560.8,1512.2,1454.6
Inventory(figures in $M),SWK,5861.1,5446.8,2737.4,2255.0
Other current assets(figures in $M),SWK,487.0,610.9,405.4,449.3
Total current assets(figures in $M),SWK,7974.7,8526.4,6036.0,4456.6
"Gross property, plant and equipment(figures in $M)",SWK,5077.9,5009.0,4679.9,4290.8
Accumulated depreciation(figures in $M),SWK,-2724.8,-2661.9,-2626.1,-2331.3
"Net property, plant and equipment(figures in $M)",SWK,2353.1,2347.1,2053.8,1959.5
Goodwill(figures in $M),SWK,8502.7,8784.2,10038.1,9237.5
Intangible assets(figures in $M),SWK,4474.8,4699.8,4055.8,3622.0
Other long-term assets(figures in $M),SWK,1658.0,3833.5,1383.0,1321.0
Total non-current assets(figures in $M),SWK,16988.6,19671.2,17530.3,16140.0
Total assets(figures in $M),SWK,24963.3,28197.6,23566.3,20596.6
Current debt(figures in $M),SWK,2104.1,2242.4,1.5,340.4
Accounts payable(figures in $M),SWK,2344.4,3438.9,2446.4,2087.8
Taxes payable(figures in $M),SWK,0.0,0.0,241.0,243.9
Accrued liabilities(figures in $M),SWK,2111.6,2681.0,2110.4,1977.5
Deferred revenues(figures in $M),SWK,29.6,42.2,108.7,108.9
Other current liabilities(figures in $M),SWK,16.1,398.2,185.3,22.4
Total current liabilities(figures in $M),SWK,6560.1,8760.5,4558.3,4405.7
Long-term debt(figures in $M),SWK,5352.9,4353.6,4245.4,3176.4
Deferred tax liabilities(figures in $M),SWK,709.2,711.2,568.0,731.2
Other long-term liabilities(figures in $M),SWK,3336.1,3360.7,3696.2,3872.3
Total non-current liabilities(figures in $M),SWK,8689.0,7844.7,7941.6,7048.7
Total liabilities(figures in $M),SWK,15249.1,16605.2,12499.9,11454.4
Common stock(figures in $M),SWK,442.3,1062.6,1942.3,1942.3
Retained earnings(figures in $M),SWK,9333.3,8742.4,7547.6,6772.8
Accumulated other comprehensive income(figures in $M),SWK,-2119.5,-1845.6,-1713.7,-1884.6
Total stockholders' equity(figures in $M),SWK,9712.1,11590.5,11059.6,9136.3
Total liabilities and stockholders' equity(figures in $M),SWK,24963.3,28197.6,23566.3,20596.6
