,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),KSS,153.0,1587.0,2271.0,723.0
Total cash(figures in $M),KSS,153.0,1587.0,2271.0,723.0
Inventory(figures in $M),KSS,3189.0,3067.0,2590.0,3537.0
Other current assets(figures in $M),KSS,394.0,369.0,974.0,389.0
Total current assets(figures in $M),KSS,3736.0,5023.0,5835.0,4649.0
"Gross property, plant and equipment(figures in $M)",KSS,10230.0,9552.0,9087.0,9743.0
Accumulated depreciation(figures in $M),KSS,-7046.79,-8061.0,-7583.0,-7002.0
"Net property, plant and equipment(figures in $M)",KSS,10230.0,9552.0,9087.0,9743.0
Intangible assets(figures in $M),KSS,1345.79,0.0,0.0,0.0
Other long-term assets(figures in $M),KSS,379.0,479.0,415.0,163.0
Total non-current assets(figures in $M),KSS,10609.0,10031.0,9502.0,9906.0
Total assets(figures in $M),KSS,14345.0,15054.0,15337.0,14555.0
Current debt(figures in $M),KSS,360.0,0.0,0.0,0.0
Accounts payable(figures in $M),KSS,1330.0,1683.0,1476.0,1206.0
Taxes payable(figures in $M),KSS,12.0,106.0,0.0,48.0
Accrued liabilities(figures in $M),KSS,1220.0,1340.0,1270.0,1233.0
Deferred revenues(figures in $M),KSS,356.0,353.0,339.0,334.0
Total current liabilities(figures in $M),KSS,3115.0,3286.0,3022.0,2769.0
Long-term debt(figures in $M),KSS,1637.0,1910.0,2451.0,1856.0
Deferred tax liabilities(figures in $M),KSS,129.0,206.0,302.0,260.0
Other long-term liabilities(figures in $M),KSS,337.0,379.0,354.0,234.0
Total non-current liabilities(figures in $M),KSS,7467.0,7107.0,7119.0,6336.0
Total liabilities(figures in $M),KSS,10582.0,10393.0,10141.0,9105.0
Common stock(figures in $M),KSS,4.0,4.0,4.0,4.0
Retained earnings(figures in $M),KSS,13995.0,14257.0,13468.0,13745.0
Total stockholders' equity(figures in $M),KSS,3763.0,4661.0,5196.0,5450.0
Total liabilities and stockholders' equity(figures in $M),KSS,14345.0,15054.0,15337.0,14555.0
