,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),VRSN,373.6,223.487,401.194,508.196
Other short-term investments(figures in $M),VRSN,606.8,982.318,765.713,709.863
Total cash(figures in $M),VRSN,980.4,1205.805,1166.907,1218.059
Net receivables(figures in $M),VRSN,6.2,5.284,4.642,1.524
Other current assets(figures in $M),VRSN,58.3,62.93,51.033,60.53
Total current assets(figures in $M),VRSN,1038.7,1268.735,1217.94,1278.589
"Gross property, plant and equipment(figures in $M)",VRSN,232.0,251.223,245.571,250.283
Accumulated depreciation(figures in $M),VRSN,-474.8,-449.763,-466.054,-516.654
"Net property, plant and equipment(figures in $M)",VRSN,232.0,251.223,245.571,250.283
Goodwill(figures in $M),VRSN,52.5,52.527,52.527,52.527
Intangible assets(figures in $M),VRSN,145.0,145.0,145.0,145.0
Other long-term assets(figures in $M),VRSN,30.6,35.56,37.958,39.812
Total non-current assets(figures in $M),VRSN,694.7,715.029,548.97,575.42
Total assets(figures in $M),VRSN,1733.4,1983.764,1766.91,1854.009
Accounts payable(figures in $M),VRSN,9.8,8.997,12.34,16.238
Accrued liabilities(figures in $M),VRSN,41.2,41.665,48.325,47.222
Deferred revenues(figures in $M),VRSN,890.4,847.411,780.051,755.178
Total current liabilities(figures in $M),VRSN,1116.9,1073.991,988.693,965.166
Long-term debt(figures in $M),VRSN,1787.9,1785.709,1790.083,1787.565
Deferred tax liabilities(figures in $M),VRSN,0.0,0.0,95.494,312.676
Deferred revenues(figures in $M),VRSN,328.7,305.95,282.838,278.702
Other long-term liabilities(figures in $M),VRSN,62.1,0.0,0.0,0.0
Total non-current liabilities(figures in $M),VRSN,2178.7,2170.292,2168.415,2378.943
Total liabilities(figures in $M),VRSN,3295.6,3244.283,3157.108,3344.109
Common stock(figures in $M),VRSN,12644.5,13620.038,14275.16,0.353
Retained earnings(figures in $M),VRSN,-14204.0,-14877.772,-15662.602,-16477.49
Accumulated other comprehensive income(figures in $M),VRSN,-2.7,-2.785,-2.756,-2.621
Total stockholders' equity(figures in $M),VRSN,-1562.2,-1260.519,-1390.198,-1490.1
Total liabilities and stockholders' equity(figures in $M),VRSN,1733.4,1983.764,1766.91,1854.009
